Frame,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z
1,0.6676511764526367,1.436757206916809,-0.0701354369521141,0.6362459659576416,1.9638127088546753,0.03538324311375618,0.6154440641403198,2.4299583435058594,0.6402143239974976,0.6170388460159302,2.5088067054748535,0.6670089364051819,0.5700978636741638,2.5723793506622314,0.10972268879413605,0.42540350556373596,1.413177251815796,0.07403763383626938,0.4152335226535797,1.9465152025222778,0.18211838603019714,0.40122541785240173,2.413829803466797,0.6687020063400269,0.39356088638305664,2.4902169704437256,0.7003562450408936,0.4301256239414215,2.5637412071228027,0.10891121625900269
2,0.6707451343536377,1.423312783241272,-0.02457970380783081,0.6458431482315063,1.9399391412734985,-0.09375138580799103,0.6356353759765625,2.4125142097473145,0.3195663094520569,0.638423502445221,2.4936773777008057,0.3326202630996704,0.5948901176452637,2.54307222366333,-0.1529606729745865,0.44013112783432007,1.4041835069656372,0.028844187036156654,0.4391225278377533,1.9310743808746338,-0.024549372494220734,0.43018537759780884,2.4010727405548096,0.20059330761432648,0.4229394495487213,2.47920298576355,0.2030247449874878,0.455348402261734,2.540034294128418,-0.31071990728378296
3,0.6745477914810181,1.418382167816162,-0.015721913427114487,0.6566148996353149,1.9336639642715454,-0.09241282194852829,0.6520589590072632,2.4072532653808594,0.35110747814178467,0.6549804210662842,2.4883477687835693,0.3649452328681946,0.6158431768417358,2.5364441871643066,-0.1433490663766861,0.44609278440475464,1.401816487312317,0.020008450374007225,0.4508321285247803,1.927121877670288,-0.044896200299263,0.44730067253112793,2.398655414581299,0.21712633967399597,0.44040098786354065,2.477144956588745,0.22282469272613525,0.4741500914096832,2.5359230041503906,-0.3196551203727722
4,0.6882608532905579,1.4159488677978516,-0.022968551144003868,0.6767021417617798,1.9324278831481934,-0.1333124339580536,0.6788533329963684,2.4061992168426514,0.29799309372901917,0.6824319958686829,2.4866416454315186,0.3098391890525818,0.6473831534385681,2.535334587097168,-0.206874281167984,0.4590233266353607,1.4021090269088745,0.027303745970129967,0.468723863363266,1.927344799041748,-0.06591414660215378,0.4739131033420563,2.399196147918701,0.17837926745414734,0.46868833899497986,2.477529287338257,0.1833428591489792,0.5042144060134888,2.5368642807006836,-0.3633043169975281
5,0.688978374004364,1.413125991821289,-0.012923136353492737,0.6752223968505859,1.9290422201156616,-0.09636548906564713,0.6745449304580688,2.402745246887207,0.3760465979576111,0.677432656288147,2.483426332473755,0.3918426036834717,0.6430404782295227,2.5290162563323975,-0.1251945197582245,0.4615460932254791,1.40146803855896,0.017310181632637978,0.4706972539424896,1.9256606101989746,-0.05235602334141731,0.4716154634952545,2.396763563156128,0.23751035332679749,0.465069055557251,2.475148916244507,0.24587473273277283,0.5023350119590759,2.531590700149536,-0.30868902802467346
6,0.6969902515411377,1.4134747982025146,-0.01830931194126606,0.6843392848968506,1.9302512407302856,-0.09602188318967819,0.686684787273407,2.4038290977478027,0.35521793365478516,0.6906639933586121,2.4841108322143555,0.3694790005683899,0.6587892770767212,2.5318448543548584,-0.12854526937007904,0.46834367513656616,1.4040474891662598,0.02264230139553547,0.4762207567691803,1.927093505859375,-0.02312188223004341,0.4815821051597595,2.3983733654022217,0.24643167853355408,0.4751182496547699,2.4754385948181152,0.2544732689857483,0.5168519020080566,2.5328621864318848,-0.27938029170036316
7,0.699640154838562,1.4077333211898804,-0.019636640325188637,0.6888422966003418,1.9244602918624878,-0.08241317421197891,0.6919962167739868,2.3980977535247803,0.39114660024642944,0.6953796744346619,2.476346731185913,0.4074958860874176,0.6667453050613403,2.5269739627838135,-0.10211366415023804,0.4724375605583191,1.4028410911560059,0.023949649184942245,0.48261624574661255,1.9254544973373413,-0.014673462137579918,0.48928990960121155,2.396538019180298,0.26716187596321106,0.4836243987083435,2.4732024669647217,0.27687177062034607,0.5219306349754333,2.5316100120544434,-0.2520139217376709
8,0.700391411781311,1.4084371328353882,-0.02183505706489086,0.6914924383163452,1.9257391691207886,-0.08641351759433746,0.6964749693870544,2.399162530899048,0.3692607879638672,0.7010065913200378,2.4774727821350098,0.3842453360557556,0.6691293716430664,2.528855800628662,-0.10929824411869049,0.4739886224269867,1.4054152965545654,0.026117175817489624,0.48670631647109985,1.9291175603866577,-0.005761556327342987,0.49483639001846313,2.40016508102417,0.2586793005466461,0.4895944595336914,2.4752790927886963,0.2667785584926605,0.5272356271743774,2.536454439163208,-0.26104676723480225
9,0.6992789506912231,1.4066082239151,-0.020506050437688828,0.6891082525253296,1.9226057529449463,-0.15074118971824646,0.6914945840835571,2.3980250358581543,0.24672599136829376,0.6956195831298828,2.4761178493499756,0.25502830743789673,0.6613218188285828,2.527714252471924,-0.2579912841320038,0.4731983542442322,1.4049320220947266,0.024838026612997055,0.4847063422203064,1.9267734289169312,-0.09693913161754608,0.48848849534988403,2.400038957595825,0.10571245849132538,0.48300471901893616,2.4754624366760254,0.10550510883331299,0.5193419456481934,2.535860300064087,-0.4425210952758789
10,0.6984069347381592,1.3936817646026611,-0.021725665777921677,0.6885620355606079,1.9033586978912354,-0.12535949051380157,0.6898497939109802,2.376328945159912,0.3163384199142456,0.6935834288597107,2.452626943588257,0.329098641872406,0.6594104766845703,2.5065150260925293,-0.18993623554706573,0.4716412127017975,1.3956310749053955,0.0260467492043972,0.4823172986507416,1.9102730751037598,-0.054987721145153046,0.4859887659549713,2.379734992980957,0.20533540844917297,0.48107782006263733,2.454329490661621,0.21150608360767365,0.5171760320663452,2.5133955478668213,-0.3426720201969147
