Frame,Time_per_Frame,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z
1,0.05675172805786133,0.6412554383277893,0.37610721588134766,0.014360378496348858,0.5867252349853516,0.30385246872901917,-0.010177851654589176,0.34600135684013367,0.38921859860420227,-0.1806381344795227,0.32454681396484375,0.4074576199054718,-0.18611913919448853,0.23982775211334229,0.42094916105270386,-0.1539401262998581,0.6220701932907104,0.4812277853488922,-0.014675751328468323,0.5110435485839844,0.4349311590194702,0.031539302319288254,0.3137672543525696,0.4046865701675415,-0.14440734684467316,0.30438971519470215,0.4151076376438141,-0.15055309236049652,0.21480703353881836,0.33049502968788147,-0.17054355144500732
2,0.03208327293395996,0.5773364901542664,0.2974032759666443,0.01447016466408968,0.38684600591659546,0.23667097091674805,-0.06995958834886551,0.2680126130580902,0.274130642414093,-0.47496405243873596,0.285487562417984,0.28581562638282776,-0.50883549451828,0.1769847273826599,0.3032618761062622,-0.5222989320755005,0.5586784482002258,0.43799296021461487,-0.014841126278042793,0.3628210723400116,0.4229429364204407,0.12717947363853455,0.2637381851673126,0.38285863399505615,-0.278695285320282,0.28816527128219604,0.38296833634376526,-0.30841243267059326,0.16898158192634583,0.314472496509552,-0.3400947153568268
3,0.032297372817993164,0.5926288366317749,0.30958452820777893,0.013106979429721832,0.4545656144618988,0.2951054573059082,-0.019451413303613663,0.3709731101989746,0.3096936047077179,-0.18080493807792664,0.3988926410675049,0.30625835061073303,-0.19021780788898468,0.2809770703315735,0.3454552888870239,-0.16362306475639343,0.5647423267364502,0.3985971510410309,-0.013608403503894806,0.38809430599212646,0.4115654230117798,0.043418608605861664,0.3739212453365326,0.3848082721233368,-0.23027551174163818,0.3991601765155792,0.388572096824646,-0.24727821350097656,0.2652023434638977,0.35050371289253235,-0.2675398290157318
4,0.055640220642089844,0.3501856029033661,0.31296223402023315,-0.028946731239557266,0.3691791296005249,0.33934450149536133,0.220439150929451,0.3501235544681549,0.36187946796417236,0.5296134948730469,0.3475426137447357,0.37646543979644775,0.5632339715957642,0.3466911315917969,0.3455957770347595,0.5679945945739746,0.3537982404232025,0.35569432377815247,0.028895262628793716,0.35639041662216187,0.3866788148880005,0.2672913074493408,0.35430529713630676,0.39208680391311646,0.5997521877288818,0.350869745016098,0.3969584107398987,0.6389878392219543,0.3591666519641876,0.3665809631347656,0.6615104079246521
5,0.03339862823486328,0.3408523201942444,0.3103000521659851,-0.014756856486201286,0.3144210875034332,0.3432604670524597,0.23756425082683563,0.270951509475708,0.36528274416923523,0.5069943070411682,0.2675374448299408,0.37676194310188293,0.5344198942184448,0.24380090832710266,0.3666342794895172,0.5239785313606262,0.3334486782550812,0.2811892330646515,0.014342057518661022,0.32159629464149475,0.35354772210121155,0.2585828900337219,0.26277413964271545,0.36170434951782227,0.5201067924499512,0.254999577999115,0.36752447485923767,0.548744797706604,0.2336890697479248,0.35047635436058044,0.5565428137779236
6,0.03402829170227051,0.3138200342655182,0.3442286550998688,-0.01836722157895565,0.2769714593887329,0.39813342690467834,0.2763359546661377,0.26197633147239685,0.3966291844844818,0.67882239818573,0.27087125182151794,0.40549060702323914,0.7231918573379517,0.217789888381958,0.377013236284256,0.6944863796234131,0.3275265693664551,0.2812788188457489,0.018040455877780914,0.28384581208229065,0.3351259231567383,0.3374420702457428,0.2649732232093811,0.3632970452308655,0.7201086282730103,0.26681584119796753,0.37080323696136475,0.7664157152175903,0.23295922577381134,0.34605103731155396,0.7468205094337463
7,0.032842159271240234,0.39081722497940063,0.5229696035385132,0.01111841481178999,0.24996796250343323,0.5856019854545593,0.07356903702020645,0.3054679334163666,0.5008659958839417,0.6075628995895386,0.3441743552684784,0.484719842672348,0.6514909863471985,0.23924367129802704,0.4753831624984741,0.6618716716766357,0.3934149444103241,0.3362044394016266,-0.011228088289499283,0.27328020334243774,0.33644580841064453,0.029719915241003036,0.31775957345962524,0.3885123133659363,0.5742838382720947,0.3489888310432434,0.3969227373600006,0.6446622014045715,0.2710566818714142,0.4154359996318817,0.7205886840820312
8,0.03292250633239746,0.4621814787387848,0.5424196124076843,0.02145092748105526,0.23491191864013672,0.6129115223884583,0.029687633737921715,0.3044498562812805,0.5634974241256714,0.6858169436454773,0.33892184495925903,0.5518714785575867,0.7598840594291687,0.25305935740470886,0.5558338165283203,0.7832316160202026,0.460874080657959,0.3551003336906433,-0.02208356186747551,0.24933283030986786,0.3187462091445923,-0.05012519285082817,0.3117319941520691,0.3970072567462921,0.6034644246101379,0.3417980670928955,0.4166421592235565,0.6903048753738403,0.25882744789123535,0.4142642319202423,0.7253355383872986
9,0.03269791603088379,0.4410378336906433,0.5397655367851257,0.018965570256114006,0.24321165680885315,0.5548732876777649,-0.09568458050489426,0.1501970887184143,0.5335204601287842,0.301628053188324,0.14750613272190094,0.5193134546279907,0.339333176612854,0.07222599536180496,0.568429172039032,0.2674471139907837,0.44048985838890076,0.35878685116767883,-0.019150512292981148,0.21665433049201965,0.3190298080444336,-0.22688674926757812,0.1277802288532257,0.340115487575531,0.19706347584724426,0.13191410899162292,0.35411515831947327,0.23952963948249817,0.03705485910177231,0.3354474902153015,0.1615283489227295
10,0.03311777114868164,0.42967548966407776,0.5899543762207031,0.008952321484684944,0.22937731444835663,0.621310830116272,-0.023321455344557762,0.07977079600095749,0.6289279460906982,0.3199574053287506,0.06870178133249283,0.6168280243873596,0.349317342042923,-0.011595303192734718,0.669793426990509,0.22649648785591125,0.43053168058395386,0.41470593214035034,-0.009165504947304726,0.22928425669670105,0.3280332386493683,-0.1316297948360443,0.07782667875289917,0.3650144338607788,0.2432011067867279,0.06596441566944122,0.39073505997657776,0.27529558539390564,-0.013803405687212944,0.340160071849823,0.12819385528564453
