Frame,Time_per_Frame,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z
1,0.06145739555358887,0.608814001083374,0.5618463158607483,-0.07456621527671814,0.49946337938308716,0.5075929760932922,-0.06436348706483841,0.3860262930393219,0.5305291414260864,-0.08907651901245117,0.3739544153213501,0.545685350894928,-0.09016583114862442,0.34020519256591797,0.5195711851119995,-0.11503367125988007,0.5675159096717834,0.5939983129501343,0.07416658103466034,0.4404672682285309,0.5245872139930725,0.07639830559492111,0.38390886783599854,0.5470401048660278,-0.1541242152452469,0.3865926265716553,0.5620984435081482,-0.17818906903266907,0.35884302854537964,0.5230396389961243,-0.23113086819648743
2,0.036220550537109375,0.6040643453598022,0.5800983905792236,-0.07014109939336777,0.4752057194709778,0.5358816981315613,-0.029827913269400597,0.3830249309539795,0.5273784399032593,-0.008455791510641575,0.37388572096824646,0.5407618880271912,-0.0029251936357468367,0.34327536821365356,0.4921766519546509,-0.017629384994506836,0.5629488229751587,0.6376439929008484,0.06967926770448685,0.4160124659538269,0.599773645401001,0.049393679946660995,0.3838854134082794,0.5476858615875244,-0.13114580512046814,0.3899642825126648,0.5567285418510437,-0.1460798680782318,0.36198776960372925,0.5096038579940796,-0.17029955983161926
3,0.03837728500366211,0.6048844456672668,0.5912308096885681,-0.07046718895435333,0.4821292459964752,0.5345290899276733,-0.041611455380916595,0.3524678349494934,0.536438524723053,-0.004333375953137875,0.335749089717865,0.5489637851715088,0.0014455767814069986,0.3071173429489136,0.4974002540111542,-0.039431821554899216,0.5709065794944763,0.6321633458137512,0.07001565396785736,0.4162367880344391,0.5925174355506897,0.024604883044958115,0.35145705938339233,0.569362998008728,-0.05547294020652771,0.34372037649154663,0.57343590259552,-0.06218136474490166,0.32297787070274353,0.5369057059288025,-0.11393053829669952
4,0.05503201484680176,0.49969834089279175,0.5490148663520813,-0.09114129096269608,0.45461493730545044,0.4896084666252136,-0.19116327166557312,0.37905260920524597,0.5191574096679688,-0.23387102782726288,0.3668143153190613,0.5322751998901367,-0.24005357921123505,0.3660431504249573,0.4969779849052429,-0.3049333691596985,0.4888032078742981,0.5668407082557678,0.09123274683952332,0.3766401410102844,0.5337997674942017,-0.0616905577480793,0.32834726572036743,0.5202506184577942,-0.11647389829158783,0.319842129945755,0.5289012789726257,-0.12317860126495361,0.3188815116882324,0.48552972078323364,-0.1666381061077118
5,0.06060004234313965,0.6135974526405334,0.46584102511405945,-0.047710031270980835,0.5174037218093872,0.3652067184448242,0.01833728328347206,0.44438353180885315,0.29902756214141846,0.04595363885164261,0.43732404708862305,0.3014994263648987,0.049372024834156036,0.4120491147041321,0.2622852325439453,0.02247905358672142,0.5822834968566895,0.5175782442092896,0.04701532796025276,0.45239391922950745,0.4429152309894562,0.06062369421124458,0.3647761344909668,0.3725660443305969,-0.10062900930643082,0.36255165934562683,0.3739708364009857,-0.11837653070688248,0.3270004689693451,0.3455488979816437,-0.16378150880336761
6,0.03290295600891113,0.6224111318588257,0.45670655369758606,-0.031018991023302078,0.5173391699790955,0.3742968738079071,0.07750038802623749,0.43778690695762634,0.31558385491371155,0.18374165892601013,0.42891860008239746,0.32036954164505005,0.1939329206943512,0.39744243025779724,0.29628807306289673,0.19023601710796356,0.5841740369796753,0.49556681513786316,0.030188748612999916,0.4766607880592346,0.42948824167251587,0.12945184111595154,0.37408196926116943,0.3713984191417694,0.034649964421987534,0.36117082834243774,0.3722459077835083,0.02211778238415718,0.33791428804397583,0.34537169337272644,-0.014972468838095665
7,0.033132076263427734,0.6272909045219421,0.4487573802471161,-0.034130387008190155,0.5159558653831482,0.3734162449836731,-0.0018885622266680002,0.4207906723022461,0.32111379504203796,-0.022193778306245804,0.4054649770259857,0.3230630159378052,-0.026664191856980324,0.3794220983982086,0.3131668269634247,-0.06162167340517044,0.5799625515937805,0.49135157465934753,0.03341250866651535,0.47021451592445374,0.4279659688472748,0.03202984482049942,0.3729269206523895,0.3732818067073822,-0.17164060473442078,0.3607364296913147,0.3765564262866974,-0.1952527016401291,0.3433723449707031,0.34969040751457214,-0.24653606116771698
8,0.03223872184753418,0.6330999135971069,0.45470550656318665,-0.02748197875916958,0.5561731457710266,0.34075742959976196,0.07217312604188919,0.5100400447845459,0.2812863886356354,0.20199473202228546,0.5044113397598267,0.2815733850002289,0.21670368313789368,0.48409920930862427,0.27582019567489624,0.22852537035942078,0.5806384086608887,0.4938451945781708,0.026400014758110046,0.47620123624801636,0.4343728721141815,0.12821786105632782,0.4055560529232025,0.3719440698623657,0.1494213193655014,0.40288233757019043,0.3655194044113159,0.15150466561317444,0.36797821521759033,0.3549750745296478,0.13779368996620178
9,0.03220868110656738,0.6493685245513916,0.486043781042099,-0.0306736771017313,0.5882061719894409,0.3664858639240265,-0.04325983673334122,0.5571330785751343,0.3057718873023987,-0.08935167640447617,0.5533316731452942,0.29213589429855347,-0.09202094376087189,0.5233368873596191,0.27503710985183716,-0.09021972119808197,0.5981006026268005,0.5344724655151367,0.029592012986540794,0.48409342765808105,0.43476155400276184,0.17722031474113464,0.5039835572242737,0.38571155071258545,0.03254486620426178,0.5225610136985779,0.3860873579978943,0.018976354971528053,0.48683443665504456,0.35473164916038513,0.0065813250839710236
10,0.03312063217163086,0.6572979092597961,0.5170759558677673,-0.09771841019392014,0.5813835263252258,0.48869478702545166,-0.14507393538951874,0.4402240812778473,0.5284876227378845,-0.2388303577899933,0.4261706471443176,0.5503894090652466,-0.24661055207252502,0.3894767165184021,0.49998679757118225,-0.3117815852165222,0.6213144063949585,0.5664413571357727,0.09745455533266068,0.4834006428718567,0.5416039824485779,0.0016661342233419418,0.4470694959163666,0.5702491402626038,-0.3051161766052246,0.4458838999271393,0.5898798704147339,-0.33770349621772766,0.3861592411994934,0.5351229310035706,-0.4087488651275635
