time,ref_0,Velocity_0,Position_0,ref_1,Velocity_1,Position_1,current_0,current_1
0.00019931793212890625,-0.02151499682989172,-0.027301591620877023,1.919269561767578e-05,-0.011362316664425847,-0.23320625212504037,-2.205371856689453e-06,-14.869279861450195,-14.251057624816895
0.05397963523864746,-0.02151499682989172,-1.1837326396044023,-0.010003864765167236,-0.011362316664425847,-0.13993192957225456,-0.01363605260848999,-10.719037055969238,-1.3796703815460205
0.11005020141601562,-0.022181616799935015,-0.6913963375355152,-0.016950786113739014,-0.011524452293465135,-0.09510808451347488,-0.015482306480407715,2.383221387863159,1.073357343673706
0.1732637882232666,-0.022693427020648728,0.0873442553816854,-0.018629908561706543,-0.01158131901416491,-0.1724203674632411,-0.014755487442016602,0.9655560851097107,-0.1486496925354004
0.23634672164916992,-0.022878808708234485,0.32328368905756527,-0.016898691654205322,-0.012310021327990755,0.16831085502841012,-0.013905644416809082,-3.644212245941162,-4.3685150146484375
0.29948997497558594,-0.023666561805611823,-0.09185737521124153,-0.01594090461730957,-0.012460371525203873,-0.17653994477445742,-0.013864010572433472,-6.574827194213867,-2.546128034591675
0.36254143714904785,-0.024878911924300213,-0.15224665693007916,-0.016356170177459717,-0.012754759221996526,-0.2198657500167229,-0.015027225017547607,-8.16997241973877,-1.0828757286071777
0.42543935775756836,-0.025576646189441988,-0.24269010426269205,-0.01742875576019287,-0.012792863201237445,-0.04415172782811349,-0.015790730714797974,-6.438572406768799,-1.0700321197509766
0.4885129928588867,-0.02699644259053394,-0.12860592417581113,-0.01886039972305298,-0.013155559074289296,-0.09857227452517951,-0.01577123999595642,-6.699191570281982,-1.3915235996246338
0.5515913963317871,-0.029738159984491006,-0.6416338097779206,-0.01965165138244629,-0.013681098911727215,-0.2568249357780177,-0.0158231258392334,-9.770009994506836,-1.894087791442871
0.6143598556518555,-0.032883903566066984,-0.8262657747260702,-0.02172452211380005,-0.016477938609166194,-0.13789554760591466,-0.01519864797592163,-11.662863731384277,-6.39199686050415
0.6774780750274658,-0.04194972370825391,-1.897543222783217,-0.026008248329162598,-0.02183132958481155,-0.3042000748570054,-0.018651485443115234,-16.197429656982422,-4.24851655960083
0.7406418323516846,-0.054261771126283075,-2.1359169462913252,-0.03388267755508423,-0.02734357177273308,-0.9018432591973737,-0.024290531873703003,-23.224321365356445,-1.7623013257980347
0.8039095401763916,-0.06560286825879635,-2.0261395736231176,-0.0438806414604187,-0.036354982899025945,-3.9675117284344217,-0.030727267265319824,-28.2820987701416,-1.3094755411148071
0.866999626159668,-0.08242201362198465,-2.412537200063794,-0.05495232343673706,-0.04041816321089917,-1.2116779795485522,-0.03923344612121582,-32.810298919677734,-3.3673980236053467
0.9294126033782959,-0.09417559807176133,-1.9793261950865684,-0.06931507587432861,-0.04183335985202831,0.08985101817556053,-0.04412397742271423,-35.62111282348633,-2.881492853164673
0.9919688701629639,-0.12412968938243574,-1.6558925627775507,-0.08131343126296997,-0.04348883862253437,0.03629653946227378,-0.04534235596656799,-35.327980041503906,-2.609111785888672
1.0541870594024658,-0.1425388474936247,-1.3703777670831376,-0.09482061862945557,-0.04693510668435826,-1.2521013319148624,-0.04512181878089905,-36.85344314575195,-6.212665557861328
1.1161153316497803,-0.1621417408485848,-1.996413078252409,-0.1114916205406189,-0.04894049365269953,-0.16167730566302405,-0.04644003510475159,-36.93112564086914,-10.475266456604004
1.1786901950836182,-0.1842058799976328,-2.108765186740127,-0.1315906047821045,-0.049378239405836806,-0.8798882527975176,-0.047944068908691406,-37.61258316040039,-5.753700256347656
1.2412214279174805,-0.19386172781544458,-1.8927214447939527,-0.151683509349823,-0.051066209747193884,-0.3525589268658708,-0.04910701513290405,-37.49168014526367,-12.508586883544922
1.3035190105438232,-0.19439628322116548,-1.7047189165911714,-0.17193609476089478,-0.04904062370185821,0.18340756103252626,-0.049512654542922974,-30.061431884765625,-8.68120002746582
1.3659546375274658,-0.19268990122593938,0.03870493271866283,-0.18567317724227905,-0.047492029099651056,0.5307394698978309,-0.047702133655548096,-2.6480233669281006,-10.60594654083252
1.428417682647705,-0.18223911667719497,2.4512792031265853,-0.1874527931213379,-0.04625393679012802,0.2551959472383921,-0.04560115933418274,14.494638442993164,-12.041059494018555
1.4907076358795166,-0.16925058249913044,6.490150624252925,-0.17657822370529175,-0.04596081163342475,0.08762748217350384,-0.0444006621837616,15.007037162780762,-13.506290435791016
1.554173231124878,-0.13965767436974091,5.537497996527122,-0.15877628326416016,-0.04525725714129737,0.28225412684589607,-0.04313722252845764,0.604404091835022,-14.901613235473633
1.6176199913024902,-0.11316513322852573,5.760985065660607,-0.12716728448867798,-0.0429510873386161,0.4460541617519706,-0.04069313406944275,-11.015947341918945,-17.13922119140625
1.6809756755828857,-0.09078478477894435,4.534147228860293,-0.08922839164733887,-0.043458366780050585,-0.08626076558712928,-0.03729581832885742,-22.481918334960938,-23.322649002075195
1.7443044185638428,-0.0700164785746643,2.2131867343967246,-0.059478163719177246,-0.03743955420053936,0.8882066156564341,-0.041502565145492554,-29.429197311401367,-1.1845523118972778
