Frame,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z
1,0.01924743503332138,0.7411156892776489,-0.10020612180233002,0.050316352397203445,1.089972972869873,0.47727370262145996,0.04901477321982384,1.4559582471847534,1.4114415645599365,0.04946468397974968,1.498772382736206,1.5043774843215942,0.057370804250240326,1.6008480787277222,1.3541042804718018,-0.15576675534248352,0.7229925394058228,0.10115726292133331,-0.17528924345970154,1.092103362083435,0.7500355243682861,-0.036099888384342194,1.4343278408050537,1.557645559310913,-0.000647127628326416,1.4595320224761963,1.645056962966919,-0.050453610718250275,1.6128084659576416,1.4970078468322754
2,0.04134137183427811,0.7086398601531982,-0.06983992457389832,0.06455609202384949,1.0738563537597656,0.4534946382045746,0.0668429434299469,1.4570904970169067,1.3616575002670288,0.0632818192243576,1.5099189281463623,1.4527132511138916,0.08315633237361908,1.5885576009750366,1.3315349817276,-0.10773713886737823,0.6991759538650513,0.07070031017065048,-0.11753354966640472,1.0863680839538574,0.675724446773529,-0.00451873242855072,1.4375299215316772,1.4354448318481445,0.01669403165578842,1.4722113609313965,1.521661639213562,0.0018148273229599,1.5995897054672241,1.4039500951766968
3,-0.03642672300338745,0.7039428949356079,-0.007869826629757881,0.017394915223121643,0.48265695571899414,0.28595057129859924,0.16070929169654846,0.4015226364135742,0.6307488679885864,0.18676325678825378,0.40150779485702515,0.6690844893455505,0.18652945756912231,0.35945960879325867,0.6626570224761963,-0.03041255846619606,0.7085186243057251,0.007623688783496618,0.07222568988800049,0.5459712147712708,0.27365872263908386,0.09970632195472717,0.4567573368549347,0.6270379424095154,0.11715934425592422,0.4429427683353424,0.664319634437561,0.07199856638908386,0.4415304958820343,0.6463729739189148
4,0.18460293114185333,0.33166253566741943,-0.004481480456888676,0.16354355216026306,0.3483908474445343,-0.14136961102485657,0.1931464821100235,0.5170902013778687,-0.25090354681015015,0.19731560349464417,0.5411797761917114,-0.2587325870990753,0.18538732826709747,0.5634493231773376,-0.25410962104797363,0.19562362134456635,0.31443989276885986,0.004335732664912939,0.1891939789056778,0.18242451548576355,-0.036574531346559525,0.1668926328420639,0.05771709978580475,-0.10066767036914825,0.16179411113262177,0.03900861740112305,-0.10805986076593399,0.18702203035354614,0.028557032346725464,-0.13589873909950256
5,0.17003771662712097,0.34070196747779846,-0.0158481914550066,0.1595824658870697,0.413011759519577,-0.16787244379520416,0.19300849735736847,0.523038387298584,-0.2736181318759918,0.19727298617362976,0.5397301316261292,-0.282432496547699,0.19737587869167328,0.575390100479126,-0.2994747757911682,0.17935344576835632,0.31632551550865173,0.015626903623342514,0.1702016294002533,0.19530943036079407,-0.012450339272618294,0.15908461809158325,0.06902952492237091,-0.0688127875328064,0.15309229493141174,0.052942488342523575,-0.07765039056539536,0.1753518134355545,0.032317548990249634,-0.11502854526042938
6,0.16206246614456177,0.3596988022327423,-0.0333080030977726,0.15182115137577057,0.40291139483451843,-0.2873992323875427,0.1842537224292755,0.5227586030960083,-0.4359773099422455,0.19400948286056519,0.5403096079826355,-0.4476444125175476,0.17788991332054138,0.5753346681594849,-0.47431254386901855,0.16170160472393036,0.34392330050468445,0.03309587761759758,0.16496016085147858,0.23106266558170319,0.026733318343758583,0.15868808329105377,0.13138413429260254,-0.054098762571811676,0.15390384197235107,0.11935710906982422,-0.06474675983190536,0.1661931872367859,0.09701745212078094,-0.09437258541584015
7,-0.17895355820655823,0.4508446156978607,-0.0446266233921051,-0.07925896346569061,0.4174613952636719,0.0022476676385849714,-0.04337763786315918,0.40723687410354614,0.205452561378479,-0.04646408557891846,0.4034906029701233,0.2218998372554779,-0.01579330861568451,0.3995988070964813,0.15000304579734802,-0.17153777182102203,0.3828136622905731,0.04496722295880318,-0.05748569965362549,0.3098815083503723,0.11029569804668427,0.005089238286018372,0.3479192852973938,0.28492453694343567,0.004690065979957581,0.35124295949935913,0.30582234263420105,0.0481143444776535,0.34395232796669006,0.2765347957611084
8,-0.1573401391506195,0.45650237798690796,-0.05121256783604622,-0.024582713842391968,0.44209012389183044,-0.06569676101207733,-0.04964678734540939,0.4798479974269867,-0.012113758362829685,-0.06444784253835678,0.48448508977890015,-0.006974941585212946,-0.05213920399546623,0.5032088756561279,-0.04613658785820007,-0.1677856594324112,0.3777368366718292,0.05123591423034668,-0.056675542145967484,0.31048959493637085,0.1033473014831543,-0.06037943437695503,0.4112776517868042,0.10288044065237045,-0.07066462934017181,0.4318593144416809,0.10779367387294769,-0.05531614273786545,0.42127230763435364,0.07764062285423279
9,-0.13737502694129944,0.4453652799129486,-0.05280013009905815,0.005163752008229494,0.44581034779548645,-0.05665012449026108,-0.05621211603283882,0.4566511809825897,0.09709617495536804,-0.07366950809955597,0.45753899216651917,0.10697491466999054,-0.06032310798764229,0.4667523205280304,0.015269115567207336,-0.1454833447933197,0.38118982315063477,0.052851080894470215,-0.03801828622817993,0.35701075196266174,0.10144452750682831,-0.0725858211517334,0.4133569598197937,0.1308378428220749,-0.08346254378557205,0.4190177619457245,0.1333765983581543,-0.06848569959402084,0.42551571130752563,0.10169758647680283
10,-0.11773093789815903,0.4681095778942108,-0.025631854310631752,0.024712340906262398,0.4530593156814575,-0.06248890236020088,0.035025086253881454,0.4635428488254547,-0.21275906264781952,0.00871221348643303,0.46936288475990295,-0.23310348391532898,0.0677613839507103,0.4633163809776306,-0.31290578842163086,-0.1425066739320755,0.35537421703338623,0.025028755888342857,-0.008067211136221886,0.21832667291164398,0.0403410904109478,0.055444054305553436,0.40216270089149475,-0.18558968603610992,0.036320753395557404,0.4158339202404022,-0.2053241729736328,0.12533794343471527,0.406480610370636,-0.25634682178497314
