time,motor0_pos,motor0_vel,motor0_torque,motor1_pos,motor1_vel,motor1_torque,output_pos,output_vel,theta_ref,tau_out_ref
1.52587890625e-05,7.62939453125e-06,-0.006763567682355642,-0.003233942158898492,-1.1444091796875e-05,0.001231115311384201,-0.006496421182269276,8.106231689453125e-06,0.0006052248063497245,0.0,-0.0006911554342998706
0.005503416061401367,1.1444091796875e-05,0.005932220723479986,-0.007735695247003359,1.9073486328125e-05,-0.0087750144302845,-0.01076473822399377,2.8133392333984375e-05,-0.006238133180886507,0.0,-0.0012641109276056604
0.010911941528320312,1.33514404296875e-05,-0.007676264271140099,0.005426280897426516,0.0,-0.004610138945281506,0.008055055938095544,1.2516975402832031e-05,0.0020133855286985636,0.0,0.0009278011038261128
0.01620650291442871,5.7220458984375e-06,0.006468664854764938,0.0017203549269924462,-0.000225067138671875,0.03214357793331146,0.000648900990462952,9.5367431640625e-06,0.0005195431876927614,0.0,0.00013890317707235294
0.02136373519897461,0.0,0.003309617517516017,0.0001533269522899243,0.00011444091796875,0.000575466372538358,0.0007295551319744765,7.62939453125e-06,0.00141361344140023,0.0,6.712509087041606e-05
0.027184247970581055,2.09808349609375e-05,-0.005731662735342979,-0.008430508703996004,0.000102996826171875,-0.010689811781048775,-0.013608384996573224,3.0875205993652344e-05,-0.005619735922664404,0.0,-0.0015306088124205182
0.03248429298400879,1.71661376953125e-05,-0.004938177298754454,0.004111796961697148,6.866455078125e-05,-0.0743773803114891,0.01333423050409153,1.2278556823730469e-05,0.01324513554573059,0.0,0.001292329634168317
0.037604331970214844,2.86102294921875e-05,-0.004837594926357269,0.004581457031686897,-0.00043487548828125,0.15208302438259125,-0.008519425246358646,1.9073486328125e-05,0.00714683486148715,0.0,-0.00046526030599388464
0.042611122131347656,3.0517578125e-05,-0.0016450210241600871,0.0041817665083574256,0.00081634521484375,0.033469781279563904,0.0031858308224781183,1.1444091796875e-05,0.007936597801744938,0.0,0.00046873353744983793
0.04772067070007324,9.5367431640625e-06,-0.003611975582316518,-0.00020293830533780078,0.00022125244140625,-0.02652975171804428,0.0017293195631852437,8.344650268554688e-06,-0.0038539457600563765,0.0,0.00013079262913270732
0.05320858955383301,1.52587890625e-05,0.001659310539253056,-1.4028919449254968e-05,0.00028228759765625,0.00041899841744452715,0.00020055232202182232,7.510185241699219e-06,-0.0025798960123211145,0.0,1.5643568272315773e-05
0.05838465690612793,1.1444091796875e-05,0.005030699074268341,0.0018960595255501096,0.000293731689453125,-0.006442987360060215,0.004549378155361956,-2.384185791015625e-07,-0.002635775599628687,0.0,0.0004655772959395049
0.06349349021911621,1.33514404296875e-05,0.0014767718967050314,-0.004567665824341633,0.00028228759765625,0.018814479932188988,-0.009091239962727957,1.3589859008789062e-05,0.0032725350465625525,0.0,-0.0009693193481794103
0.06855463981628418,0.0,-0.007355890702456236,-0.003229370178471086,0.000392913818359375,-0.0515190027654171,-0.001318841575233714,1.6570091247558594e-05,-0.004494694992899895,0.0,-0.00026895409730510203
0.07361531257629395,-5.7220458984375e-06,0.004218586254864931,-0.006957863669778828,-7.2479248046875e-05,-0.04563304781913757,-0.0060891203940180985,2.7418136596679688e-05,0.00023269804660230875,0.0,-0.0008441564956014164
0.07874512672424316,1.9073486328125e-06,0.0027768986765295267,0.006057525689318845,-3.814697265625e-05,-0.0017640291480347514,0.01050362939168606,7.867813110351562e-06,-0.0033659334294497967,0.0,0.0011589220798883563
0.08380889892578125,9.5367431640625e-06,-0.0017307029338553548,0.0027392236575929435,-4.1961669921875e-05,0.02523687481880188,0.001660292633003472,3.6954879760742188e-06,0.004434824455529451,0.0,0.0002722750324694302
0.08886957168579102,2.09808349609375e-05,-0.009069524705410004,-0.007601460274856654,0.000377655029296875,0.023150712251663208,-0.016190653125530707,2.9802322387695312e-05,-0.0026544041465967894,0.0,-0.0016996112434735857
0.09392929077148438,5.7220458984375e-06,0.004926391411572695,-0.0026164563035976545,0.000335693359375,-0.08897307515144348,0.00542895821187531,2.3245811462402344e-05,6.87823849148117e-05,0.0,0.0003116372790879549
0.09905290603637695,2.47955322265625e-05,-0.004409186076372862,0.003942622521508018,-0.000507354736328125,-0.01770082116127014,0.007488814924813457,9.059906005859375e-06,-0.0009444963070563972,0.0,0.0008074695424476978
0.10415863990783691,1.9073486328125e-05,0.005056775640696287,0.0065649751638927846,1.52587890625e-05,0.1176091805100441,-0.00023543748455263176,3.933906555175781e-06,0.003335862886160612,0.0,0.00030906060320359986
0.10926437377929688,0.0,-0.004010580945760012,-0.008789384191530409,0.000377655029296875,-0.025158846750855446,-0.012472089351853842,2.5987625122070312e-05,-0.005168974865227938,0.0,-0.0014559444917526087
0.11432337760925293,1.33514404296875e-05,-0.004099986981600523,0.0016113179356117258,0.000232696533203125,-0.05155625566840172,0.007109557250180346,1.621246337890625e-05,-0.0005943168071098626,0.0,0.0006599948126702845
0.11938261985778809,1.9073486328125e-06,-0.004584276117384434,0.004411364690493075,-0.000217437744140625,0.01807686872780323,0.00464001150003797,5.0067901611328125e-06,0.0029745115898549557,0.0,0.0005987291717777484
0.12449002265930176,5.7220458984375e-06,-0.005236201919615269,0.0019008101369660231,3.4332275390625e-05,0.016065217554569244,0.0006377977480888809,2.6226043701171875e-06,-0.002907722955569625,0.0,0.000147021023317545
