time,motor0_pos,motor0_vel,motor0_torque,motor0_setpoint_pos,motor0_setpoint_vel,motor0_error_pos,motor0_error_vel,motor1_pos,motor1_vel,motor1_torque,motor1_setpoint_pos,motor1_setpoint_vel,motor1_error_pos,motor1_error_vel,output_pos,output_vel
3.170967102050781e-05,-1.8984079360961914e-05,0.0003314402129035443,0.0017866861214612256,0.0,0,1.8984079360961914e-05,0,-2.765655517578125e-05,0.007936680689454079,0.00010237920961144294,0.0,0,2.765655517578125e-05,0,-4.291534423828125e-06,0.0016944452654570341
0.003818988800048828,-1.3142824172973633e-05,-0.0018888339400291443,-0.0003013730322031106,0.0,0,1.3142824172973633e-05,0,6.4849853515625e-05,0.023299777880311012,-0.0002543739613694174,0.0,0,-6.4849853515625e-05,0,-2.3543834686279297e-06,0.0009791894117370248
0.0077784061431884766,-1.0132789611816406e-06,0.0056623294949531555,-0.0007637801313313624,0.0,0,1.0132789611816406e-06,0,0.0002942085266113281,0.05153748393058777,-0.0007309011740410439,0.0,0,-0.0002942085266113281,0,2.1457672119140625e-06,0.00019315315876156092
0.0113677978515625,1.2516975402832031e-06,-0.006448590196669102,-0.00014563386299348849,0.0,0,-1.2516975402832031e-06,0,0.00011730194091796875,-0.03670347109436989,0.00023758931225580294,0.0,0,-0.00011730194091796875,0,1.1026859283447266e-06,0.0019030612893402576
0.015567779541015625,-6.67572021484375e-06,-0.002276264363899827,0.0005832350181285275,0.0,0,6.67572021484375e-06,0,5.7220458984375e-05,0.025665340945124626,7.97003374021531e-05,0.0,0,-5.7220458984375e-05,0,2.115964889526367e-06,-0.007428791839629412
0.019324779510498047,-1.2218952178955078e-06,-0.004064403939992189,-0.0003407194296509271,0.0,0,1.2218952178955078e-06,0,0.00025081634521484375,0.016557008028030396,-0.0006216391475534277,0.0,0,-0.00025081634521484375,0,2.5033950805664062e-06,0.0012250578729435802
0.023331403732299805,-1.5795230865478516e-06,-0.00803183764219284,2.9994397563744686e-05,0.0,0,1.5795230865478516e-06,0,0.0003571510314941406,0.02380269579589367,-0.0005091463660551643,0.0,0,-0.0003571510314941406,0,-1.2427568435668945e-05,0.00027510817744769156
0.02783203125,-2.9802322387695312e-06,0.0010764983016997576,0.0001059570191906272,0.0,0,2.9802322387695312e-06,0,0.0004858970642089844,0.07580775022506714,-0.0006919943050820371,0.0,0,-0.0004858970642089844,0,2.0563602447509766e-06,-0.0013081402285024524
0.03201651573181152,-2.2739171981811523e-05,-0.009022765792906284,0.001290781944521594,0.0,0,2.2739171981811523e-05,0,0.0008091926574707031,0.02499106526374817,-0.001326717701317057,0.0,0,-0.0008091926574707031,0,2.562999725341797e-06,0.0020967754535377026
0.03613424301147461,-2.154707908630371e-05,-0.004828087519854307,5.848994554547657e-05,0.0,0,2.154707908630371e-05,0,0.0006289482116699219,-0.025523874908685684,-0.00017135261389260542,0.0,0,-0.0006289482116699219,0,2.473592758178711e-06,-0.006724712438881397
0.03975796699523926,-1.627206802368164e-05,0.001136102364398539,-0.00029090754751904694,0.0,0,1.627206802368164e-05,0,0.0005464553833007812,-0.041427142918109894,-0.00029325880845969244,0.0,0,-0.0005464553833007812,0,-1.7315149307250977e-05,-0.001483228406868875
0.0429074764251709,-1.3917684555053711e-05,-0.0049323951825499535,-8.343967141215652e-05,0.0,0,1.3917684555053711e-05,0,0.00043964385986328125,-0.02847430855035782,-0.00014328510767977004,0.0,0,-0.00043964385986328125,0,1.519918441772461e-06,0.0018658081535249949
0.04626011848449707,-1.3530254364013672e-05,0.003129133954644203,5.8939156043704006e-05,0.0,0,1.3530254364013672e-05,0,0.0003795623779296875,-0.030161865055561066,-0.0001976369906687476,0.0,0,-0.0003795623779296875,0,2.205371856689453e-06,0.00027883448638021946
0.04963874816894531,-1.7136335372924805e-05,-0.004526338540017605,0.00040760631310066614,0.0,0,1.7136335372924805e-05,0,0.00032520294189453125,-0.001600064104422927,-0.00014980312397015728,0.0,0,-0.00032520294189453125,0,-3.0994415283203125e-06,0.0014932786580175161
0.05294489860534668,-1.6510486602783203e-05,-0.0010953459423035383,5.928698382125996e-05,0.0,0,1.6510486602783203e-05,0,0.00036716461181640625,0.022312574088573456,-0.0004335152760282214,0.0,0,-0.00036716461181640625,0,2.3245811462402344e-06,0.0005060767289251089
0.055944204330444336,-1.84476375579834e-05,-0.0033156191930174828,0.00026741164107700464,0.0,0,1.84476375579834e-05,0,0.00042438507080078125,-0.00013602644321508706,-0.0005213801149189602,0.0,0,-0.00042438507080078125,0,-5.841255187988281e-06,-0.0059125991538167
0.05935859680175781,-3.7550926208496094e-06,0.0011398274218663573,-0.0009902958431663481,0.0,0,3.7550926208496094e-06,0,0.000370025634765625,0.034140367060899734,-0.00021288871049080128,0.0,0,-0.000370025634765625,0,2.3543834686279297e-06,0.0016683670692145824
0.06296300888061523,-2.631545066833496e-05,-0.002909563248977065,0.0018360455025423755,0.0,0,2.631545066833496e-05,0,0.0005197525024414062,0.00626774737611413,-0.0008213808558008692,0.0,0,-0.0005197525024414062,0,2.086162567138672e-06,-0.0028764880262315273
0.06629538536071777,-1.3440847396850586e-05,-0.0035726644564419985,-0.00082356566600954,0.0,0,1.3440847396850586e-05,0,0.0005908012390136719,0.051038287580013275,-0.0006925414065316248,0.0,0,-0.0005908012390136719,0,1.9669532775878906e-06,0.0016199378296732903
0.06978702545166016,-1.0669231414794922e-05,0.004604348912835121,-0.00015957870789520758,0.0,0,1.0669231414794922e-05,0,0.0006489753723144531,-0.011527963913977146,-0.0007378633861741604,0.0,0,-0.0006489753723144531,0,-1.1622905731201172e-05,0.0004948996938765049
0.07284951210021973,2.384185791015625e-06,0.005300978198647499,-0.0010069139829566819,0.0,0,-2.384185791015625e-06,0,0.0005693435668945312,0.019064119085669518,-0.0003188841866662935,0.0,0,-0.0005693435668945312,0,2.562999725341797e-06,0.0007966482080519199
0.07628965377807617,-1.1324882507324219e-05,-0.002879759995266795,0.0009326925944820334,0.0,0,1.1324882507324219e-05,0,0.0003910064697265625,-0.07171376049518585,5.689492173785904e-06,0.0,0,-0.0003910064697265625,0,-6.258487701416016e-07,0.0009717360371723771
0.08035016059875488,-2.3543834686279297e-06,0.0017805780516937375,-0.0006139191979348871,0.0,0,2.3543834686279297e-06,0,0.00018787384033203125,-0.001104608061723411,0.0002869552940022558,0.0,0,-0.00018787384033203125,0,2.115964889526367e-06,-0.0054692914709448814
0.08364200592041016,-6.645917892456055e-06,-0.00011187019117642194,0.0003909036123371257,0.0,0,6.645917892456055e-06,0,0.0006284713745117188,0.10211574286222458,-0.0017079515435046823,0.0,0,-0.0006284713745117188,0,2.3543834686279297e-06,0.0006290088640525937
0.08696222305297852,-3.3527612686157227e-05,0.0022425148636102676,0.0019145407741417361,0.0,0,3.3527612686157227e-05,0,0.0009570121765136719,0.09922491759061813,-0.0015248876758911375,0.0,0,-0.0009570121765136719,0,2.0265579223632812e-06,3.668770659714937e-05
0.0907888412475586,8.940696716308594e-08,0.0057144854217767715,-0.0024668233617561606,0.0,0,-8.940696716308594e-08,0,0.0010676383972167969,0.0175740048289299,-0.0012205821066450509,0.0,0,-0.0010676383972167969,0,2.2649765014648438e-06,-0.004865794908255339
0.09414124488830566,-1.0162591934204102e-05,-0.0030921008437871933,0.0007811027435414633,0.0,0,1.0162591934204102e-05,0,0.0008606910705566406,-0.0489187054336071,-0.00031288913552039276,0.0,0,-0.0008606910705566406,0,2.384185791015625e-06,0.0005470521282404661
0.09835028648376465,-1.7523765563964844e-05,-0.002928186906501651,0.0004952279619873306,0.0,0,1.7523765563964844e-05,0,0.0007271766662597656,-0.02474157139658928,-0.0004331697924221319,0.0,0,-0.0007271766662597656,0,-6.973743438720703e-06,0.0014299448812380433
0.10273098945617676,-9.238719940185547e-06,-0.00023852694721426815,-0.00047794064141926215,0.0,0,9.238719940185547e-06,0,0.0005030632019042969,-0.08213339745998383,1.3050848712297346e-05,0.0,0,-0.0005030632019042969,0,2.592802047729492e-06,-0.0020420269574970007
0.10664606094360352,-3.2782554626464844e-07,0.004447888117283583,-0.0004971077533123915,0.0,0,3.2782554626464844e-07,0,0.0004887580871582031,0.025203393772244453,-0.00041423851308283586,0.0,0,-0.0004887580871582031,0,2.2351741790771484e-06,0.00036823609843850136
