time,Velocity_0,Position_0,Velocity_1,Position_1,Output_pos_0,Output_vel_0,Current_0,Current_1
6.9141387939453125e-06,0.0011213700054213405,2.0265579223632812e-06,-0.004805943928658962,4.470348358154297e-06,0.010131299495697021,-0.0011405912227928638,-0.009081386029720306,0.0
0.005365848541259766,0.0010021623456850648,3.0994415283203125e-06,0.001259760232642293,5.0067901611328125e-06,0.010131806135177612,0.005583557765930891,0.019072890281677246,0.0
0.010339021682739258,-0.0004208982572890818,-1.3113021850585938e-06,0.0010343801695853472,-3.933906555175781e-06,0.01014438271522522,-0.0004104341787751764,0.3297269940376282,0.0
0.014977455139160156,0.0003167098620906472,-4.410743713378906e-06,0.0013892136048525572,4.0531158447265625e-06,0.01013234257698059,-0.0013119548093527555,0.10426770150661469,0.0
0.019738197326660156,-0.0016465188236907125,7.152557373046875e-06,0.0007717463304288685,4.5299530029296875e-06,0.010133832693099976,-0.0010698104742914438,0.039763662964105606,0.0
0.024564504623413086,0.0002496534143574536,7.152557373046875e-07,0.0013072561705484986,4.887580871582031e-06,0.010132521390914917,-0.001166668371297419,0.5029764771461487,0.0
0.029114961624145508,-0.0006369661423377693,-3.5762786865234375e-07,-0.0018489966168999672,4.589557647705078e-06,0.010131806135177612,-5.2806572057306767e-05,-0.18915151059627533,0.0
0.033907175064086914,0.0015386036830022931,1.5497207641601562e-06,-0.0016059217741712928,4.76837158203125e-06,0.010131537914276123,-0.00043278641533106565,0.26578789949417114,0.0
0.03933548927307129,0.0018776042852550745,-8.58306884765625e-06,0.0022609287407249212,-7.569789886474609e-06,0.010131806135177612,-6.527405389533669e-07,0.21713903546333313,0.0
0.044176340103149414,0.001166073721833527,4.76837158203125e-07,-0.009131009690463543,4.947185516357422e-06,0.010131806135177612,0.00011110598279628903,-0.2458263486623764,0.0
0.04881787300109863,0.0005737525061704218,2.384185791015625e-07,0.0012327481526881456,-5.125999450683594e-06,0.010131865739822388,-2.3004469767329283e-05,-0.009259931743144989,0.0
0.05333542823791504,0.0008196226553991437,2.384185791015625e-07,4.2517902329564095e-05,4.470348358154297e-06,0.010141491889953613,-0.0006972822593525052,0.2517191469669342,0.0
