Frame,Hip-Knee Angle,Knee-Ankle Angle
1,0.9928500791059656,1.7210963450149714
1,0.9928500791059656,1.7210963450149714
2,-0.9083895388112109,1.9749998030575722
3,-2.673914175494174,1.1979871198934382
4,-2.309170005571185,2.4913439664054025
5,-2.4092573156821224,-0.311655572654688
6,-0.952259425942987,-3.1177378182686537
7,-1.7987513919388463,1.5467691240368273
8,-1.3904498830825531,-1.6103311970227083
9,-2.80151327915633,-1.5715736169035663
10,-1.892801929545928,-3.861577777302658
11,-0.35766896520036867,-3.1013678260550357
12,-0.040513940571883074,-2.531890881940619
13,-0.10867889697561695,-1.3388934114324431
14,-0.38674057274624435,-0.07304905787106869
15,-0.9087117401998082,1.6651871893111654
16,-0.998979259337156,2.66219253299427
17,-0.06999087301743334,3.3262259228539373
18,0.55831905334371,4.034993927937997
19,0.9835409200058912,3.2644255357095355
20,1.1058076035133104,2.6088051136600843
21,0.9041439879211681,0.994167599402578
22,1.796111319548083,1.8744747073850927
23,2.022975105792454,1.769906094695078
24,1.9806846980573054,1.562522198502996
25,2.0641282310046662,2.0592084949044267
26,1.783086642763355,2.34809786776501
27,1.9042636396206905,2.7479211132120884
28,2.2687828857948555,4.214402969529328
29,2.095385419942642,4.50666816857095
30,2.1156221113328493,4.536267508510877
31,2.0282685682276753,4.186837549970014
32,2.092780998314975,4.755675341008641
33,1.5135227736381267,5.076352448118359
34,0.5277620939399982,4.589565671969112
35,-0.41074702623086456,4.479546196887341
36,-0.922288746872473,6.037397753619447
37,-1.4240269661505274,8.306005207552852
38,-4.788487520661471,11.31048790473159
39,-4.065304713433384,6.074703368380723
40,2.3335543996952386,8.285219592898308
41,5.260672584134101,3.504328907025903
42,8.124459184336756,8.345231229526863
43,11.168952078595652,7.397934659226153
44,12.302759388918465,9.923289357170738
45,12.500903816143506,8.418972457067834
46,10.869868840295052,5.970766347809112
47,8.46330276505488,3.587525628549572
48,7.144015402610171,-0.18783656037605886
49,5.732686832769608,1.9623476140854788
50,3.8380956602388943,2.3056985622711643
51,2.838385453913212,2.7337505401366724
52,2.3854949628886755,3.0414934286851842
53,2.4351282490547357,3.3966075340227886
54,2.256499443377738,3.489012942218507
55,1.5822703676470697,3.193593274616826
56,1.5422722044352932,2.7645784156891415
57,1.3218470817451975,0.9089194340288621
58,1.5289510567070332,2.039799213537998
59,0.9511793790195271,2.500649990288466
60,1.3887276483107338,3.4776839805146924
61,2.3552462553886913,6.1283018111742775
62,2.429181821075421,5.970431690375653
63,1.6704725434967316,2.852308125528949
64,1.8769106075099353,0.5717665145744402
65,1.4144308643135897,-0.7294873897323869
66,0.8029621739654915,-1.6916952115205577
67,0.9091221583902342,-2.437764148504545
68,1.100794368089771,-3.127869765466662
69,2.322406568052921,-3.2127718809271104
70,3.074332407707542,-3.291383611488
71,4.417106563457545,-2.6376427753196783
72,2.795297949408498,-5.45257356775272
73,0.7589925063780608,-8.777518016602656
74,-1.4871850541617302,-11.065050525307718
75,-6.451733651191449,-11.91823395951409
76,-10.10705988007661,-8.244319719497017
77,-12.766024790741065,-8.322175051799478
78,-15.653882765219853,-3.209305598570659
79,-15.518487025965996,-22.547608645863406
80,-9.724558219941631,-28.524947156999296
81,-7.179787726714211,-53.77435712342245
82,-1.4411948496095603,-4.74535604888908
83,1.3889444426613868,-3.879980687352627
84,3.140387794616851,-3.6935880182103156
85,4.366282265619487,-4.768170702381161
86,5.057176674126671,-4.038300520395117
87,4.804455382021787,-5.122999536953162
88,4.543429703424882,-3.6699881117626507
89,4.331716182343789,-2.1956272836706487
90,4.09128247287056,1.5336639699193066
91,3.7798494045319218,2.7064662171645044
92,3.5345018342155665,2.9146784928458707
93,2.8779206170886233,3.9911859894889408
94,2.5563286866438655,4.5805246901815355
95,1.8848690994610509,4.7566860828861435
96,0.8340069582754366,6.8329738423356705
97,0.033765796491289995,7.546391805755084
98,0.1760691164801395,7.323796172796746
99,0.34460020744942826,7.260195637046697
100,0.7083256850620344,6.921181676036493
101,0.6495062428806193,6.844284791303977
102,0.6902124363000751,6.606538003252825
103,0.3357049588727753,5.117072767278653
104,0.34790145988147725,4.253301075449206
105,0.9035620803239914,3.6072429456213704
106,1.163129865924696,2.4096382626382407
107,1.5517733478029094,1.0966567813650792
108,2.4016574178991927,1.1935063167517401
109,2.38107404472989,-0.00770859663510044
110,4.806439397385603,1.435234804962661
111,5.237871369000323,-0.1289269567720858
112,2.2689629518591503,-0.863914071049245
113,2.727843462382039,0.171146623427768
114,0.858553976773648,2.0262836367048913
115,1.0375078216585374,2.14770590128873
116,0.598732158120675,4.754904241648969
117,-2.3727609941130097,4.5166797369172365
