Frame,Hip-Knee Angle,Knee-Ankle Angle
140,-3.092873253234528,5.220109078230358
140,-3.092873253234528,5.220109078230358
141,-1.6849575610154703,6.728498618275321
142,-2.885717862979752,5.068322350636742
143,-2.7954283872675263,4.75596334558561
144,-1.5104954904325267,6.8052602285552535
145,-0.5003810208088469,6.581676477826673
146,4.933223417473317,10.682351010653468
147,19.444338955188783,16.138069809777413
148,26.361768549299978,18.36127001863404
149,32.24665939973454,18.16682913323272
150,37.200969346466664,18.478772260523403
151,42.21707584122147,19.855120591631536
152,46.60797999501533,20.862412998993797
153,50.961927515441715,24.93762723756591
154,51.696094767676584,24.557270638311614
155,53.3078946405176,28.530710008589523
156,55.971402750947505,31.266654505371452
157,58.43365002973295,30.399031198188922
158,59.134439907213775,33.14198839280498
159,58.68565629511424,30.330633159230672
160,57.83792311025619,42.507932386912145
161,59.219663492635654,56.79541299631745
162,58.24243663703442,61.300652278928375
163,59.06084781594863,59.388764773421876
164,60.81397314943008,56.00841487834989
165,60.81238142602026,50.02050939215362
166,62.67602927712898,48.51720767466283
167,62.7655089093649,44.00668923532988
168,62.56861124889504,43.826361069570815
169,64.38638262887275,40.492485472446745
170,64.7154873317012,37.31096810458411
171,65.72972601332117,34.91169440234662
172,65.43339476171684,33.67465546517292
173,66.71118321704023,25.11036248983749
174,66.48201458613833,20.436280046039144
175,63.79516576206946,3.370772874590824
176,57.48989226399501,-7.539455353525291
177,46.20619228101451,-14.736144281801527
178,42.2523146372604,-35.94167346639717
179,45.67017746748959,-37.68077939506449
180,43.851854004134225,-41.51456588979613
181,43.40014224418576,-36.54227408732699
182,43.401824025332274,-32.623665949996834
183,42.810609925652564,-35.480871330447634
184,44.10737285872091,-30.33747374082195
185,43.93239035507131,-27.274520452255782
186,45.746048545419406,-18.834268139591956
187,47.03039906778071,-7.211031109658241
188,47.3671477866204,-1.4990370766132681
189,45.95988302942925,-11.817883621874742
190,45.8993177314339,-10.94970627908909
191,47.618904359272825,-11.3465739897107
192,48.7738722531701,-12.029254930179563
193,50.26783297902221,-11.288941038248353
194,53.541897933469656,-7.510027191875505
195,56.84005462309505,0.8183572113327352
196,60.2120954515327,5.513308490424377
197,60.92908669383317,10.911352594507767
198,59.90404122799015,15.066382222158008
199,58.624243666997316,17.18883520354865
200,57.92022162849896,20.669380277789408
140,-3.092873253234528,5.220109078230358
140,-3.092873253234528,5.220109078230358
141,-1.6849575610154703,6.728498618275321
142,-2.885717862979752,5.068322350636742
143,-2.7954283872675263,4.75596334558561
144,-1.5104954904325267,6.8052602285552535
145,-0.5003810208088469,6.581676477826673
146,4.933223417473317,10.682351010653468
147,19.444338955188783,16.138069809777413
148,26.361768549299978,18.36127001863404
149,32.24665939973454,18.16682913323272
150,37.200969346466664,18.478772260523403
151,42.21707584122147,19.855120591631536
152,46.60797999501533,20.862412998993797
153,50.961927515441715,24.93762723756591
154,51.696094767676584,24.557270638311614
155,53.3078946405176,28.530710008589523
156,55.971402750947505,31.266654505371452
157,58.43365002973295,30.399031198188922
158,59.134439907213775,33.14198839280498
159,58.68565629511424,30.330633159230672
160,57.83792311025619,42.507932386912145
161,59.219663492635654,56.79541299631745
162,58.24243663703442,61.300652278928375
163,59.06084781594863,59.388764773421876
164,60.81397314943008,56.00841487834989
165,60.81238142602026,50.02050939215362
166,62.67602927712898,48.51720767466283
167,62.7655089093649,44.00668923532988
168,62.56861124889504,43.826361069570815
169,64.38638262887275,40.492485472446745
170,64.7154873317012,37.31096810458411
171,65.72972601332117,34.91169440234662
