time,theta,theta_ref,tau_out,tau1,tau2,q1,q2,dq1,dq2,z
1.9140000000000001,0.29982016648153453,0.3,-0.00017916388207133295,-0.007412259823232263,0.0023490688231936133,3.4443682915289195,1.565712083350877,-0.13307473862519822,0.10484884583133249,0.2024304115920631
1.9160000000000001,0.2998239493695425,0.3,-0.00017845212530167957,-0.007404480178957892,0.0023530292471928157,3.44410184175437,1.5659211470936376,-0.13322488727473783,0.10453187138023362,0.20239824274829932
1.9180000000000001,0.29982766557584994,0.3,-0.00017775350771215075,-0.007396829135362791,0.002356907350380235,3.443835097745912,1.5661295875973653,-0.133372004229063,0.10422025186382292,0.2023660810864235
1.92,0.29983131627648085,0.3,-0.00017706774763522949,-0.00738930321453648,0.0023607044551115725,3.4435680654562524,1.5663374153786123,-0.13351614482967966,0.10391389062350168,0.20233392656575394
1.922,0.2998349026261695,0.3,-0.0001763945594999768,-0.007381898961108137,0.002364421945465388,3.443300750729905,1.5665446407640407,-0.1336573631736045,0.10361269271420581,0.20230177914628528
1.924,0.29983842575876457,0.3,-0.00017573365539157333,-0.0073746129618732364,0.0023680612601483042,3.4430331593056365,1.566751273893852,-0.1337957121342431,0.10331656490569466,0.20226963878871676
1.926,0.2998418867876308,0.3,-0.00017508474656678175,-0.0073674418637574785,0.0023716238849213634,3.442765296818865,1.5669573247252135,-0.13393124338565215,0.10302541568079487,0.20223750545447683
1.928,0.29984528680604816,0.3,-0.0001744475449077849,-0.0073603823900042845,0.002375111344692365,3.4424971688040054,1.5671628030356746,-0.1340640074297965,0.10273915523050228,0.2022053791057427
1.93,0.29984862688760777,0.3,-0.0001738217643010053,-0.007353431354538761,0.0023785251954102095,3.4422287806967526,1.5673677184265664,-0.13419405362640627,0.10245769544590035,0.20217325970545702
1.932,0.2998519080866028,0.3,-0.00017320712192253336,-0.007346585674359628,0.002381867015895064,3.4419601378363027,1.5675720803263802,-0.13432143022501414,0.10218094990690757,0.20214114721733967
1.934,0.29985513143841513,0.3,-0.00017260333942547862,-0.0073398423800538955,0.002385138399720435,3.441691245467505,1.567775897994116,-0.1344461843987748,0.10190883386791286,0.20210904160589588
1.936,0.2998582979598957,0.3,-0.00017201014401325944,-0.007333198624302751,0.0023883409472623064,3.441422108742946,1.5679791805225969,-0.13456836227964758,0.10164126424040283,0.20207694283642025
1.938,0.299861408649739,0.3,-0.00017142726939906462,-0.007326651688538521,0.0023914762580105535,3.441152732724957,1.5681819368417422,-0.1346880089945588,0.10137815957272221,0.20204485087499685
1.94,0.29986446448884985,0.3,-0.00017085445664001477,-0.007320198987673715,0.002394545923235221,3.4408831223875525,1.5683841757217964,-0.13480516870214795,0.10111944002714364,0.2020127656884957
1.942,0.29986746644070406,0.3,-0.00017029145485055396,-0.007313838073110587,0.002397551519079453,3.440613282618293,1.5685859057765053,-0.1349198846297486,0.1008650273544497,0.20198068724456564
1.944,0.29987041545169985,0.3,-0.00016973802178719272,-0.007307566633986245,0.002400494600148698,3.4403432182200726,1.5687871354662377,-0.13503219911024836,0.10061484486625578,0.20194861551162407
1.946,0.299873312451502,0.3,-0.00016919392431156174,-0.007301382496872908,0.0024033766936451917,3.4400729339128358,1.5689878731010483,-0.13514215361852044,0.10036881740531879,0.2019165504588437
1.948,0.2998761583533772,0.3,-0.00016865893873115143,-0.007295283623991603,0.002406199294091145,3.4398024343352214,1.5691881268436765,-0.13524978880713356,0.10012687131409143,0.20188449205613673
1.95,0.2998789540545207,0.3,-0.00016813285102272525,-0.007289268110086708,0.002408963858670052,3.439531724046139,1.5693879047124801,-0.13535514454107958,0.09988893440179035,0.20185244027413635
1.952,0.2998817004363741,0.3,-0.00016761545694439885,-0.007283334178112829,0.002411671803205429,3.4392608075262765,1.5695872145843006,-0.13545825993129135,0.09965493591025104,0.20182039508417654
1.954,0.2998843983649343,0.3,-0.00016710656204187385,-0.007277480173858798,0.002414324498786072,3.438989689179543,1.5697860641972583,-0.1355591733667502,0.09942480647884246,0.20178835645826987
1.956,0.29988704869105376,0.3,-0.0001666059815576634,-0.007271704559683379,0.0024169232690368736,3.438718373334453,1.5699844611534757,-0.13565792254501938,0.0991984781087111,0.2017563243690841
1.958,0.29988965225073094,0.3,-0.00016611354024821017,-0.007266005907450865,0.002419469388028629,3.4384468642454507,1.570182412921729,-0.13575454450105937,0.09897588412661802,0.20172429878991777
1.96,0.29989220986539344,0.3,-0.000165629072124625,-0.007260382890943072,0.0024219640788040253,3.438175166094182,1.5703799268400263,-0.1358490756342374,0.09875695914862022,0.20169227969467451
1.962,0.2998947223421713,0.3,-0.0001651524201176218,-0.007254834277729286,0.0024244085125011377,3.4379032829907152,1.570577010118114,-0.13594155173344089,0.09854163904383723,0.20166026705783763
1.964,0.2998971904741621,0.3,-0.0001646834356811163,-0.007249358920731158,0.0024268038080422177,3.437631218974715,1.570773669839911,-0.1360320080002527,0.09832986089852806,0.20162826085444374
1.966,0.2998996150406885,0.3,-0.00016422197834578805,-0.007243955749644473,0.0024291510323488944,3.4373589780165745,1.5709699129658725,-0.13612047907017907,0.09812156298068528,0.20159626106005718
1.968,0.29990199680754737,0.3,-0.0001637679152266088,-0.00723862376223962,0.0024314512010475027,3.437086564018511,1.5711657463352833,-0.1362069990319252,0.09791668470533606,0.20156426765074448
1.97,0.2999043365272511,0.3,-0.00016332112049831458,-0.007233362015744543,0.0024337052796185457,3.4368139808156215,1.5713611766684847,-0.13629160144475486,0.09771516660071944,0.20153228060304892
1.972,0.2999066349392626,0.3,-0.00016288147484708963,-0.0072281696183987346,0.0024359141849429025,3.4365412321769133,1.5715562105690357,-0.13637431935398706,0.09751695027548797,0.20150029989396662
1.974,0.2999088927702221,0.3,-0.0001624488649042753,-0.007223045721220832,0.002438078787199577,3.436268321806304,1.5717508545258099,-0.13645518530469136,0.09732197838706194,0.2014683255009233
1.976,0.2999111107341687,0.3,-0.00016202318267653402,-0.007217989510189558,0.0024401999120606493,3.4359952533435965,1.5719451149150323,-0.13653423135368237,0.09713019461124146,0.20143635740175153
1.978,0.299913289532755,0.3,-0.00016160432497295824,-0.007213000198774827,0.0024422783431384374,3.4357220303654366,1.5721389980022586,-0.1366114890799005,0.09694154361316194,0.20140439557467013
1.98,0.29991542985545594,0.3,-0.0001611921928419181,-0.007208077020989823,0.002444314824632788,3.43544865638625,1.572332509944298,-0.13668698959329947,0.09675597101965712,0.20137243999826446
1.982,0.2999175323797728,0.3,-0.00016078669102177225,-0.0072032192249685805,0.002446310064130752,3.4351751348591653,1.5725256567910841,-0.1367607635423602,0.09657342339307354,0.2013404906514678
1.984,0.2999195977714316,0.3,-0.00016038772741156713,-0.007198426067116456,0.0024482647355123315,3.4349014691769244,1.5727184444874973,-0.13683284112035987,0.09639384820656159,0.2013085475135445
1.986,0.2999216266845773,0.3,-0.00015999521256738726,-0.007193696806872477,0.0024501794819170104,3.434627662672783,1.572910878875139,-0.13690325207053078,0.09621719382084966,0.20127661056407492
1.988,0.299923619761963,0.3,-0.00015960905922711584,-0.007189030702073431,0.0024520549187307416,3.4343537186214026,1.5731029656940638,-0.13697202569024017,0.09604340946249176,0.20124467978294108
1.99,0.2999255776351364,0.3,-0.0001592291818703657,-0.007184427004987226,0.0024538916365520877,3.4340796402397338,1.573294710584471,-0.13703919083433522,0.0958724452035627,0.20121275515031478
1.992,0.29992750092462106,0.3,-0.0001588554963127819,-0.007179884958944924,0.0024556902041038627,3.4338054306878982,1.5734861190883564,-0.13710477591778086,0.09570425194276148,0.20118083664664588
1.994,0.299929390240096,0.3,-0.00015848791934129934,-0.007175403795645678,0.0024574511710550207,3.4335310930700627,1.5736771966511323,-0.1371688089177322,0.09553878138787035,0.20114892425265352
1.996,0.29993124618057043,0.3,-0.0001581263683847708,-0.00717098273298552,0.002459175070730121,3.4332566304353125,1.5738679486232112,-0.13723131737515198,0.09537598603950795,0.2011170179493174
1.998,0.2999330693345574,0.3,-0.0001577707612318471,-0.007166620973593423,0.002460862422672686,3.43298204577852,1.5740583802615635,-0.13729232839611916,0.09521581917610293,0.2010851177178712
2.0,0.29993486028024346,0.3,-0.000157421015784097,-0.007162317703813058,0.0024625137350497562,3.432707342041214,1.5742484967312436,-0.13735186865292057,0.0950582348400096,0.2010532235397968
2.0020000000000002,0.2999366195856571,0.3,-0.00015707704985392214,-0.007158072093284262,0.00246412950687473,3.4324325221124443,1.574438303106893,-0.1374099643850482,0.09490318782467937,0.20102133539681954
2.004,0.299938347808834,0.3,-0.00015673878100036997,-0.0071538832949687645,0.0024657102300376537,3.432157588829644,1.5746278043742186,-0.1374666414001915,0.09475063366279828,0.200989453270905
2.0060000000000002,0.29994004549798103,0.3,-0.00015640612640492363,-0.007149750445643109,0.0024672563911316667,3.4318825449794934,1.5748170054314492,-0.13752192507531819,0.09460052861529736,0.20095757714425627
2.008,0.2999417131916378,0.3,-0.00015607900278301784,-0.007145672666765501,0.0024687684730706413,3.4316073932987776,1.5750059110907715,-0.13757584035791812,0.09445282966114205,0.2009257069993118
2.0100000000000002,0.29994335141883677,0.3,-0.0001557573263316586,-0.0071416490657167635,0.0024702469564929917,3.4313321364752425,1.575194526079747,-0.13762841176748228,0.09430749448780554,0.2008938428187449
2.012,0.2999449606992615,0.3,-0.0001554410127095234,-0.0071376787373429815,0.0024716923209524614,3.431056777148448,1.5753828550427118,-0.13767966339727605,0.09416448148233286,0.20086198458546295
2.0140000000000002,0.29994654154340344,0.3,-0.0001551299770461952,-0.00713376076573919,0.002473105045898937,3.4307813179106152,1.5755709025421576,-0.13772961891645114,0.09402374972290445,0.2008301322826073
2.016,0.29994809445271664,0.3,-0.000154824133978633,-0.0071298942262441115,0.002474485611454868,3.43050576130747,1.5757586730600992,-0.13777830157253546,0.09388525897081154,0.20079828589355386
2.0180000000000002,0.2999496199197716,0.3,-0.0001545233977126865,-0.0071260781876133,0.0024758344989935905,3.4302301098390813,1.5759461709994247,-0.13782573419433275,0.09374896966275924,0.2007664454019139
2.02,0.29995111842840716,0.3,-0.00015422768210521037,-0.007122311714298375,0.0024771521915301522,3.4299543659606906,1.5761334006852314,-0.1378719391952491,0.09361484290341819,0.2007346107915347
2.0220000000000002,0.2999525904538809,0.3,-0.00015393690076368518,-0.007118593868790266,0.002478439173936533,3.4296785320835363,1.5763203663661478,-0.13791693857705464,0.09348284045815179,0.2007027820465008
2.024,0.2999540364630179,0.3,-0.0001536509671609819,-0.007114923713999733,0.002479695932993917,3.4294026105756683,1.5765070722156396,-0.13796075393408405,0.09335292474585154,0.20067095915113503
2.0260000000000002,0.2999554569143581,0.3,-0.00015336979476254483,-0.007111300315642048,0.0024809229572951828,3.4291266037627524,1.5766935223333032,-0.13800340645787162,0.09322505883181939,0.20063914208999917
2.028,0.2999568522583018,0.3,-0.00015309329716094308,-0.0071077227445530446,0.002482120737014825,3.428850513928868,1.5768797207461445,-0.13804491694220353,0.09309920642064348,0.2006073308478955
2.0300000000000002,0.29995822293725416,0.3,-0.00015282138821978274,-0.007104190078994035,0.0024832897635572865,3.428574343317291,1.5770656714098426,-0.1380853057885803,0.09297533184901867,0.20057552540986706
2.032,0.29995956938576673,0.3,-0.00015255398221623086,-0.007100701406767815,0.002484430529106242,3.4282980941312666,1.5772513782099995,-0.13812459301204807,0.09285340007847294,0.20054372576119828
2.0340000000000003,0.2999608920306783,0.3,-0.00015229099398740006,-0.007097255827268365,0.002485543526086095,3.428021768534772,1.5774368449633753,-0.13816279824738126,0.0927333766879657,0.20051193188741512
2.036,0.2999621912912537,0.3,-0.00015203233907491438,-0.007093852453378936,0.002486629246552527,3.427745368653261,1.577622075419108,-0.13819994075558323,0.09261522786633113,0.20048014377428536
2.0380000000000003,0.29996346757932035,0.3,-0.000151777933865741,-0.007090490413205213,0.0024876881815278384,3.4274688965744,1.577807073259917,-0.13823603943066845,0.09249892040454628,0.20044836140781774
2.04,0.2999647212994032,0.3,-0.00015152769572537704,-0.007087168851594285,0.0024887208202986105,3.4271923543487866,1.5779918421032926,-0.1382711128066806,0.09238442168781118,0.2004165847742615
2.0420000000000003,0.2999659528488577,0.3,-0.00015128154312704834,-0.007083886931528671,0.0024897276496856956,3.426915743990657,1.5781763855026674,-0.13830517906491954,0.09227169968743172,0.20038481386010515
2.044,0.29996716261800027,0.3,-0.0001510393957692237,-0.007080643835270869,0.0024907091533045277,3.426639067478574,1.5783607069485723,-0.13833825604132452,0.09216072295250435,0.20035304865207515
2.0460000000000003,0.29996835099023733,0.3,-0.00015080117468465562,-0.0070774387653392105,0.002491665810825824,3.4263623267561063,1.5785448098697752,-0.1383703612339791,0.09205146060140464,0.20032128913713393
2.048,0.299969518342192,0.3,-0.00015056680233947614,-0.007074270945303305,0.0024925980972477194,3.426085523732485,1.5787286976344013,-0.13840151181069998,0.09194388231308687,0.20028953530247745
2.05,0.29997066504382797,0.3,-0.00015033620271707543,-0.007071139620318115,0.002493506482194238,3.4258086602832516,1.5789123735510378,-0.13843172461665662,0.09183795831820751,0.2002577871355331
2.052,0.29997179145857217,0.3,-0.0001501093013934948,-0.007068044057538098,0.002494391429244288,3.4255317382508874,1.579095840869818,-0.1384610161819977,0.09173365939008674,0.2002260446239564
2.054,0.2999728979434345,0.3,-0.00014988602559833336,-0.007064983546309776,0.0024952533953025223,3.4252547594454286,1.579279102783489,-0.13848940272943966,0.0916309568355267,0.200194307755628
2.056,0.29997398484912574,0.3,-0.00014966630426379923,-0.00706195739820456,0.002496092830017523,3.424977725645065,1.57946216242846,-0.13851690018178617,0.0915298224855074,0.20016257651864983
2.058,0.29997505252017276,0.3,-0.00014945006806046539,-0.007058964946873917,0.002496910175254343,3.4247006385967262,1.5796450228858314,-0.1385435241693431,0.09143022868578304,0.20013085090134164
2.06,0.2999761012950316,0.3,-0.00014923724942021742,-0.007056005547745018,0.002497705864626168,3.4244235000166516,1.5798276871824062,-0.13856929003719867,0.09133214828740412,0.20009913089223683
2.062,0.2999771315061987,0.3,-0.00014902778254945214,-0.007053078577618858,0.002498480323085773,3.4241463115909467,1.5800101582916806,-0.13859421285235046,0.09123555463718958,0.20006741648007814
2.064,0.2999781434803193,0.3,-0.00014882160342878864,-0.007050183434104322,0.0024992339665819295,3.4238690749761256,1.580192439134817,-0.13861830741064782,0.09114042156817607,0.20003570765381337
2.066,0.29997913753829386,0.3,-0.0001486186498023288,-0.007047319534949914,0.002499967201781186,3.4235917917996384,1.5803745325815972,-0.13864158824353132,0.09104672339007043,0.20000400440259064
2.068,0.2999801139953821,0.3,-0.00014841886115735475,-0.007044486317290113,0.0025006804258546015,3.423314463660389,1.5805564414513567,-0.13866406962455402,0.09095443487973143,0.19997230671575386
2.07,0.29998107316130507,0.3,-0.00014822217869451604,-0.007041683236807166,0.002501374026329357,3.423037092129238,1.5807381685139001,-0.13868576557566992,0.09086353127170639,0.1999406145828379
2.072,0.29998201534034474,0.3,-0.0001480285452894935,-0.007038909766825498,0.002502048381003448,3.4227596787494914,1.5809197164903979,-0.1387066898732783,0.09077398824884729,0.1999089279935637
2.074,0.29998294083144206,0.3,-0.0001478379054489326,-0.007036165397387514,0.002502703857919553,3.4224822250373834,1.581101088054264,-0.13872685605402302,0.09068578193302894,0.19987724693783354
2.076,0.29998384992829175,0.3,-0.00014765020525588508,-0.007033449634219457,0.002503340815399842,3.422204732482543,1.581282285832016,-0.1387462774203267,0.09059888887599253,0.19984557140572645
2.078,0.29998474291943644,0.3,-0.0001474653923149154,-0.007030761997773183,0.0025039596021318154,3.4219272025484515,1.5814633124041166,-0.13876496704567806,0.09051328605033335,0.199813901387493
2.08,0.29998562008835805,0.3,-0.00014728341568986787,-0.007028102022204183,0.002504560557304792,3.421649636672892,1.581644170305798,-0.1387829377796621,0.09042895084065126,0.1997822368735508
2.082,0.2999864817135671,0.3,-0.00014710422583795124,-0.007025469254351909,0.0025051440107931693,3.421372036268387,1.5818248620278677,-0.13880020225273587,0.09034586103488072,0.19975057785448014
2.084,0.29998732806869055,0.3,-0.00014692777454221345,-0.007022863252753619,0.002505710283379957,3.421094402722625,1.5820053900174993,-0.13881677288075925,0.09026399481581414,0.199718924321019
2.086,0.29998815942255747,0.3,-0.00014675401484242712,-0.007020283586684878,0.0025062596870161374,3.4208167373988867,1.582185756679005,-0.13883266186928864,0.09018333075283082,0.19968727626405902
2.088,0.29998897603928326,0.3,-0.00014658290096502283,-0.0070177298352310374,0.0025067925251107902,3.4205390416364514,1.5823659643745926,-0.13884788121764197,0.09010384779384116,0.19965563367464118
2.09,0.29998977817835193,0.3,-0.00014641438825309668,-0.007015201586402566,0.002507309092847005,3.420261316751006,1.5825460154251076,-0.13886244272274606,0.09002552525745387,0.19962399654395158
2.092,0.29999056609469654,0.3,-0.00014624843309656813,-0.007012698436287981,0.002507809677519397,3.4199835640350402,1.5827259121107584,-0.1388763579827762,0.08994834282537219,0.19959236486331788
2.094,0.2999913400387788,0.3,-0.00014608499286650442,-0.0070102199883119495,0.002508294558884576,3.419705784758239,1.5829056566718285,-0.13888963840061083,0.08987228053502155,0.19956073862420506
2.096,0.299992100256666,0.3,-0.00014592402584731793,-0.007007765852473341,0.002508764009525746,3.4194279801678644,1.5830852513093734,-0.1389022951870994,0.0897973187724116,0.19952911781821228
2.098,0.2999928469901072,0.3,-0.00014576549117472916,-0.00700533564470663,0.0025092182952221103,3.419150151489136,1.5832646981859038,-0.13891433936416972,0.08972343826523149,0.1994975024370694
2.1,0.29999358047660796,0.3,-0.00014560934877662758,-0.00700292898630323,0.0025096576753194256,3.4188722999256003,1.583443999426056,-0.13892578176778866,0.08965062007617648,0.19946589247263363
2.102,0.29999430094950363,0.3,-0.00014545555931722918,-0.00700054550339454,0.0025100824030981307,3.4185944266594985,1.583623157117249,-0.13893663305078968,0.08957884559650162,0.19943428791688672
2.104,0.29999500863803075,0.3,-0.0001453040841428652,-0.006998184826462051,0.0025104927261378634,3.418316532852127,1.5838021733103287,-0.1389469036855742,0.08950809653979874,0.1994026887619319
2.106,0.29999570376739815,0.3,-0.0001451548852361336,-0.006995846589993773,0.002510888886669377,3.418038619644194,1.5839810500202007,-0.1389566039667172,0.08943835493598891,0.19937109499999173
2.108,0.2999963865588561,0.3,-0.00014500792517082794,-0.006993530432139091,0.0025112711219156462,3.417760688156167,1.5841597892264518,-0.13896574401347783,0.0893696031255233,0.19933950662340502
2.11,0.2999970572297642,0.3,-0.00014486316707202756,-0.006991235994442676,0.0025116396644184703,3.4174827394886225,1.5843383928739594,-0.1389743337722316,0.08930182375378441,0.19930792362462474
2.112,0.2999977159936588,0.3,-0.00014472057458145187,-0.006988962921654023,0.0025119947423466117,3.4172047747225847,1.5845168628734907,-0.13898238301884008,0.08923499976567764,0.19927634599621613
2.114,0.29999836306031874,0.3,-0.00014458011182745875,-0.006986710861597686,0.002512336579784366,3.4169267949198625,1.5846952011022915,-0.13898990136097122,0.08916911440040326,0.1992447737308542
2.116,0.2999989986358299,0.3,-0.00014444174339724346,-0.006984479465056412,0.002512665397000941,3.4166488011233818,1.5848734094046641,-0.13899689824037278,0.08910415118639879,0.19921320682132238
2.118,0.29999962292264926,0.3,-0.00014430543431543955,-0.006982268385744882,0.0025129814106969917,3.4163707943575115,1.585051489592537,-0.13900338293511805,0.0890400939364408,0.19918164526051035
2.12,0.30000023611966736,0.3,-0.0001441711500254951,-0.006980077280303468,0.0025132848342291785,3.4160927756283876,1.5852294434460228,-0.13900936456182755,0.08897692674289519,0.19915008904141243
2.122,0.3000008384222702,0.3,-0.00014403885637551226,-0.00697790580834301,0.0025135758778114985,3.415814745924232,1.585407272713969,-0.1390148520778779,0.08891463397310505,0.19911853815712643
2.124,0.3000014300224001,0.3,-0.0001439085196079872,-0.006975753632529384,0.002513854748693022,3.4155367062156645,1.5855849791144987,-0.139019854283605,0.088853200264905,0.19908699260085175
2.126,0.3000020111086149,0.3,-0.00014378010635020472,-0.0069736204186483484,0.0025141216513154883,3.4152586574560155,1.5857625643355433,-0.1390243798244986,0.08879261052225233,0.19905545236588812
2.128,0.3000025818661476,0.3,-0.00014365358361204556,-0.006971505835777081,0.002514376787445487,3.4149806005816288,1.5859400300353652,-0.13902843719340904,0.0887328499109635,0.19902391744563447
2.13,0.3000031424769637,0.3,-0.00014352891878259357,-0.0069694095564004355,0.00251462035628744,3.4147025365121633,1.5861173778430744,-0.13903203473275505,0.08867390385454692,0.19899238783358758
2.132,0.3000036931198188,0.3,-0.0001434060796320656,-0.006967331256597311,0.0025148525545742387,3.41442446615089,1.5862946093591346,-0.13903518063674697,0.08861575803012205,0.1989608635233408
2.134,0.30000423397031395,0.3,-0.00014328503431179182,-0.006965270616162141,0.0025150735766418944,3.4141463903849827,1.5864717261558634,-0.13903788295361194,0.08855839836441734,0.1989293445085829
2.136,0.300004765200952,0.3,-0.0001431657513621177,-0.0069632273188473355,0.002515283614481578,3.413868310085807,1.586648729777923,-0.1390401495878453,0.08850181102983697,0.19889783078309714
2.138,0.3000052869811911,0.3,-0.00014304819971539846,-0.006961201052487445,0.002515482857778813,3.413590226109202,1.5868256217428043,-0.13904198830246434,0.08844598244059045,0.19886632234075974
2.14,0.30000579947749867,0.3,-0.00014293234870331424,-0.006959191509183605,0.0025156714939369874,3.4133121392957597,1.587002403541302,-0.1390434067212764,0.08839089924887815,0.1988348191755393
2.142,0.3000063028534041,0.3,-0.0001428181680657283,-0.006957198385494475,0.0025158497080858197,3.413034050471097,1.5871790766379843,-0.13904441233116255,0.08833654834112593,0.1988033212814952
2.144,0.3000067972695506,0.3,-0.00014270562795743133,-0.006955221382569296,0.002516017683080162,3.4127559604461286,1.5873556424716528,-0.1390450124843648,0.0882829168342645,0.19877182865277687
2.146,0.3000072828837461,0.3,-0.0001425946989576007,-0.006953260206316333,0.0025161755994873086,3.412477870017327,1.587532102455797,-0.1390452144007844,0.08822999207204825,0.1987403412836223
2.148,0.3000077598510138,0.3,-0.00014248535207791698,-0.006951314567531655,0.0025163236355664454,3.4121997799669863,1.5877084579790397,-0.1390450251702829,0.08817776162141025,0.1987088591683574
2.15,0.30000822832364105,0.3,-0.00014237755877020183,-0.0069493841820085995,0.0025164619672420566,3.411921691063476,1.5878847104055773,-0.13904445175498178,0.08812621326885015,0.19867738230139448
2.152,0.3000086884512284,0.3,-0.00014227129093535601,-0.006947468770662253,0.002516590768070622,3.411643604061493,1.588060861075611,-0.13904350099156443,0.08807533501685219,0.19864591067723114
2.154,0.300009140380737,0.3,-0.00014216652092916492,-0.006945568059588444,0.002516710209205595,3.411365519702306,1.5882369113057717,-0.13904217959356646,0.0880251150803322,0.1986144442904494
2.156,0.3000095842565357,0.3,-0.00014206322156969157,-0.006943681780148684,0.0025168204593587974,3.4110874387139987,1.588412862389538,-0.13904049415366054,0.08797554188311173,0.19858298313571404
2.158,0.3000100202204473,0.3,-0.0001419613661434294,-0.006941809669027752,0.0025169216847602126,3.410809361811707,1.5885887155976468,-0.1390384511459295,0.08792660405441848,0.19855152720777178
2.16,0.3000104484117936,0.3,-0.0001418609284074123,-0.006939951468216365,0.0025170140491215516,3.4105312896978504,1.5887644721784977,-0.13903605692811347,0.08787829042541408,0.19852007650144993
2.162,0.3000108689674401,0.3,-0.00014176188259519123,-0.006938106925067711,0.0025170977135974674,3.410253223062363,1.5889401333585491,-0.13903331774384586,0.0878305900257481,0.1984886310116551
2.164,0.3000112820218399,0.3,-0.00014166420341768185,-0.0069362757922590565,0.0025171728367517853,3.409975162582913,1.5891157003427094,-0.13903023972485923,0.08778349208013983,0.19845719073337198
2.166,0.3000116877070765,0.3,-0.00014156786606482722,-0.0069344578277738145,0.0025172395745259243,3.4096971089251267,1.5892911743147193,-0.1390268288931654,0.08773698600498853,0.19842575566166182
2.168,0.300012086152906,0.3,-0.00014147284620513387,-0.006932652794848774,0.0025172980802123197,3.4094190627428005,1.5894665564375294,-0.1390230911632035,0.08769106140501359,0.19839432579166177
2.17,0.3000124774867987,0.3,-0.0001413791199846081,-0.006930860461916474,0.0025173485044321024,3.4091410246781124,1.5896418478536694,-0.13901903234395474,0.08764570806992628,0.1983629011185827
2.172,0.3000128618339797,0.3,-0.00014128666402352127,-0.006929080602514331,0.0025173909951189594,3.4088629953618304,1.5898170496856117,-0.13901465814101807,0.08760091597113474,0.1983314816377086
2.174,0.30001323931746887,0.3,-0.00014119545541411776,-0.006927312995219028,0.0025174256975071503,3.408584975413513,1.5899921630361287,-0.13900997415865168,0.08755667525848398,0.19830006734439487
2.176,0.30001361005812016,0.3,-0.000141105471714601,-0.006925557423519065,0.0025174527541270094,3.4083069654417093,1.5901671889886428,-0.139004985901769,0.08751297625703298,0.1982686582340672
2.178,0.3000139741746599,0.3,-0.00014101669094364986,-0.006923813675706915,0.0025174723048060656,3.4080289660441534,1.5903421286075705,-0.13899969877789267,0.08746980946387102,0.19823725430222
2.18,0.3000143317837247,0.3,-0.00014092909157349486,-0.006922081544752802,0.002517484486676614,3.407750977807955,1.5905169829386605,-0.1389941180990643,0.08742716554497522,0.1982058555444153
2.182,0.3000146829998986,0.3,-0.00014084265252270264,-0.006920360828181713,0.002517489434188739,3.407473001309788,1.5906917530093247,-0.13898824908371002,0.087385035332111,0.19817446195628147
2.184,0.3000150279357494,0.3,-0.00014075735314804199,-0.006918651327941354,0.002517487279129138,3.407195037116071,1.5908664398289643,-0.1389820968584612,0.08734340981977733,0.19814307353351157
2.186,0.30001536670186413,0.3,-0.00014067317323303183,-0.006916952850217817,0.002517478150648557,3.4069170857831512,1.5910410443892886,-0.13897566645992016,0.08730228016219942,0.19811169027186243
2.188,0.3000156994068846,0.3,-0.00014059009298168052,-0.006915265205356336,0.002517462175290007,3.4066391478574785,1.5912155676646293,-0.1389689628363922,0.08726163767036903,0.19808031216715302
2.19,0.3000160261575412,0.3,-0.00014050809300477577,-0.006913588207649441,0.0025174394770269355,3.406361223875779,1.5913900106122476,-0.13896199084955818,0.08722147380913538,0.19804893921526362
2.192,0.3000163470586872,0.3,-0.00014042715431213028,-0.006911921675244985,0.0025174101773020835,3.406083314365227,1.5915643741726364,-0.1389547552761116,0.08718178019434658,0.1980175714121342
2.194,0.30001666221333123,0.3,-0.0001403472582988121,-0.006910265429947619,0.0025173743950744525,3.4058054198436083,1.5917386592698164,-0.13894726080934,0.08714254859004421,0.19798620875376327
2.196,0.30001697172267044,0.3,-0.00014026838673631263,-0.006908619297119313,0.002517332246866902,3.405527540819487,1.5919128668116278,-0.13893951206067046,0.08710377090571043,0.19795485123620682
2.198,0.300017275686122,0.3,-0.00014019052176023175,-0.006906983105518892,0.0025172838468185597,3.405249677792365,1.592086997690015,-0.13893151356116754,0.08706543919356934,0.19792349885557697
2.2,0.30001757420135444,0.3,-0.0001401136458585248,-0.006905356687157612,0.002517229306740555,3.4049718312528388,1.5922610527813068,-0.13892326976298738,0.08702754564594273,0.19789215160804105
2.202,0.30001786736431846,0.3,-0.00014003774186123453,-0.006903739877186317,0.0025171687361727787,3.404694001682757,1.592435032946492,-0.13891478504079477,0.08699008259266053,0.1978608094898201
2.204,0.300018155269277,0.3,-0.00013996279292839426,-0.006902132513751241,0.002517102242443774,3.404416189555371,1.592608939031489,-0.13890606369313707,0.08695304249852612,0.1978294724971883
2.206,0.3000184380088349,0.3,-0.00013988878253946147,-0.0069005344378811825,0.0025170299307312473,3.404138395335483,1.5927827718674108,-0.13889710994378193,0.08691641796083631,0.19779814062647136
2.208,0.30001871567396815,0.3,-0.00013981569448384866,-0.006898945493396095,0.0025169519041221542,3.4038606194795973,1.5929565322708248,-0.13888792794302332,0.08688020170695514,0.19776681387404593
2.21,0.30001898835405205,0.3,-0.0001397435128481047,-0.0068973655267544395,0.0025168682636762694,3.4035828624360596,1.5931302210440086,-0.13887852176894397,0.08684438659194219,0.1977354922363384
