time,input_0,Velocity_0,Position_0,input_1,Velocity_1,Position_1
2.384185791015625e-06,0.0,-0.019915840500411435,0.0,0.0,-0.00029421552382894947,-0.004119873046875
0.006783008575439453,0.0,-0.007744364275285786,-0.004119873046875,0.0,0.018103438606597747,0.00274658203125
0.013495683670043945,0.0,-0.0062931488091937235,-0.004119873046875,0.0,0.07343686081430727,0.0054931640625
0.019557476043701172,0.0,-0.05750699955735924,-0.0164794921875,0.0,-0.03194006890064557,-0.004119873046875
0.02614140510559082,0.0,-0.1635861445795411,-0.07965087890625,0.0,-0.021781561369460172,-0.00823974609375
0.033014774322509766,0.0,-0.20761412709316554,-0.166168212890625,0.0,-0.018130109066100866,-0.028839111328125
0.03901362419128418,0.0,-0.24422218910874696,-0.243072509765625,0.0,-0.025479813885093315,-0.045318603515625
0.044626712799072266,0.0,-0.3170403994223491,-0.3515625,0.0,-0.024309485273351906,-0.06317138671875
0.05069303512573242,0.0,-0.5169101424908348,-0.54107666015625,0.0,-0.0631177702284788,-0.100250244140625
0.05734872817993164,0.0,-0.3472584586743808,-0.685272216796875,0.0,-0.11554877174443075,-0.141448974609375
0.06363558769226074,0.0,-0.42763702962163563,-0.83221435546875,0.0,-0.15360804849464518,-0.182647705078125
0.07027482986450195,0.0,-0.5210063131127828,-1.02447509765625,0.0,-0.1492544042907461,-0.22796630859375
0.07705879211425781,0.0,-0.5856321821824889,-1.24969482421875,0.0,-0.2011704527911237,-0.29388427734375
0.08326458930969238,0.0,-0.609694258750275,-1.483154296875,0.0,-0.1926036045189352,-0.358428955078125
0.0892646312713623,0.0,-0.9436843079192847,-1.800384521484375,0.0,-0.2092691672779467,-0.457305908203125
0.09710931777954102,0.0,-1.2541974477522149,-2.3016357421875,0.0,-0.3252727192915154,-0.56854248046875
0.10445213317871094,0.0,-1.34447704825995,-2.84271240234375,0.0,-0.3356652893266293,-0.709991455078125
0.11129641532897949,0.0,-1.5614336510875868,-3.47442626953125,0.0,-0.41562256327374447,-0.87066650390625
0.11900663375854492,0.0,-1.5485599719900358,-4.15283203125,0.0,-0.4346287949595834,-1.067047119140625
0.12709999084472656,0.0,-1.462891489268151,-4.89166259765625,0.0,-0.4619209946463915,-1.292266845703125
0.13596582412719727,0.0,-1.4652321581949783,-5.592041015625,0.0,-0.5540497236063201,-1.531219482421875
0.1442248821258545,0.0,-1.5038531954876315,-6.277313232421875,0.0,-0.43879518564933623,-1.74407958984375
0.15207791328430176,0.0,-1.456758936679863,-6.93511962890625,0.0,-0.5395843896385265,-1.995391845703125
0.1600816249847412,0.0,-1.0805666267601544,-7.450103759765625,0.0,-0.5546582975272953,-2.228851318359375
0.16767621040344238,0.0,-0.6886918350307017,-7.77008056640625,0.0,-0.6196352669360254,-2.4884033203125
0.17543315887451172,0.0,-0.23773855958812418,-7.938995361328125,0.0,-0.6030165175555505,-2.72735595703125
0.18316888809204102,0.0,-0.04608459078532827,-7.94586181640625,0.0,-0.5814823634287379,-3.030853271484375
0.19175171852111816,0.0,-0.037119872683121495,-8.010406494140625,0.0,-0.7474357903408045,-3.3782958984375
0.20087075233459473,0.0,-0.13322778563203536,-8.1298828125,0.0,-0.8042204185056386,-3.739471435546875
0.20891594886779785,0.0,-0.5855854624307094,-8.33587646484375,0.0,-0.7881634296676023,-4.06768798828125
0.21670126914978027,0.0,-0.4860836263512743,-8.559722900390625,0.0,-0.632040812248211,-4.39727783203125
0.2247326374053955,0.0,-0.4434132318152097,-8.7615966796875,0.0,-0.6872805989213389,-4.735107421875
0.2328505516052246,0.0,-0.9651717422943179,-9.136505126953125,0.0,-0.7148536788793663,-5.1031494140625
0.24085330963134766,0.0,-1.048218675818156,-9.655609130859375,0.0,-0.7408819173456876,-5.423126220703125
0.24871158599853516,0.0,-1.2982723372711331,-10.250244140625,0.0,-0.8277675479095227,-5.80902099609375
0.2568788528442383,0.0,-1.512092443736821,-10.9368896484375,0.0,-0.8634861557329098,-6.22100830078125
0.26497650146484375,0.0,-1.5052108770919483,-11.6070556640625,0.0,-0.8617540607270574,-6.637115478515625
0.2729771137237549,0.0,-1.3703416271549076,-12.26898193359375,0.0,-0.8392836390295139,-7.0037841796875
0.2809598445892334,0.0,-0.9563943274454719,-12.7716064453125,0.0,-0.8410625474139027,-7.428131103515625
0.2889552116394043,0.0,-0.7997333561729104,-13.143768310546875,0.0,-0.9521975080596704,-7.875823974609375
0.29734158515930176,0.0,-0.8236783992943553,-13.487091064453125,0.0,-1.024711431412785,-8.318023681640625
0.30497312545776367,0.0,-1.1002518396882874,-13.96636962890625,0.0,-0.9659606413494158,-8.751983642578125
0.31325531005859375,0.0,-1.1897356127609011,-14.51568603515625,0.0,-0.9630582118801497,-9.188690185546875
0.32111239433288574,0.0,-1.125390623962414,-15.029296875,0.0,-0.9460649554713824,-9.61578369140625
0.3289318084716797,0.0,-1.0675995081590444,-15.51544189453125,0.0,-1.0027559568791433,-10.03875732421875
0.33724021911621094,0.0,-1.1039500965926747,-16.03179931640625,0.0,-0.9246712414801794,-10.468597412109375
0.34471917152404785,0.0,-1.0771026240019639,-16.475372314453125,0.0,-0.959500395111372,-10.87646484375
0.352083683013916,0.0,-0.795871252443645,-16.890106201171875,0.0,-0.9823453238372081,-11.34063720703125
0.3606452941894531,0.0,-0.6578185991393617,-17.25677490234375,0.0,-0.9056650097943405,-11.7718505859375
0.368941068649292,0.0,-0.9700638339781442,-17.661895751953125,0.0,-0.9625432647162477,-12.209930419921875
0.376995325088501,0.0,-1.1159577281872997,-18.197479248046875,0.0,-0.8178431116597744,-12.58209228515625
0.3849637508392334,0.0,-1.045995133964427,-18.697357177734375,0.0,-0.9248116816157891,-12.987213134765625
0.393002986907959,0.0,-0.9791924427927714,-19.142303466796875,0.0,-0.8128340801563637,-13.358001708984375
0.40055251121520996,0.0,-0.908223360931363,-19.535064697265625,0.0,-0.8008966686295436,-13.731536865234375
0.40849828720092773,0.0,-0.7162651022422433,-19.894866943359375,0.0,-0.6788073774062235,-14.08447265625
0.41660475730895996,0.0,-0.6906113708042144,-20.232696533203125,0.0,-0.7402265300461759,-14.426422119140625
0.42444443702697754,0.0,-0.7378694764368606,-20.545806884765625,0.0,-0.732736389480328,-14.7601318359375
0.4324612617492676,0.0,-0.7129881657446849,-20.8905029296875,0.0,-0.6551666212452663,-15.05401611328125
0.4403259754180908,0.0,-0.6470515220759554,-21.169281005859375,0.0,-0.6432760230969828,-15.3314208984375
0.44787049293518066,0.0,-0.6468876752510775,-21.430206298828125,0.0,-0.5404738438307208,-15.6005859375
0.45595884323120117,0.0,-0.45609975102537165,-21.7144775390625,0.0,-0.5539092834707106,-15.917816162109375
0.4654858112335205,0.0,-0.63857830056084,-22.004241943359375,0.0,-0.47825886375564713,-16.18011474609375
0.47463178634643555,0.0,-0.5926075628379489,-22.284393310546875,0.0,-0.42573425303763907,-16.42730712890625
0.48363375663757324,0.0,-0.3452924840293599,-22.493133544921875,0.0,-0.3528458226562321,-16.673126220703125
0.49375271797180176,0.0,-0.3603663919181287,-22.657928466796875,0.0,-0.4272322811508086,-16.8914794921875
0.5038723945617676,0.0,-0.3265905393040085,-22.833709716796875,0.0,-0.3255536229694239,-17.07550048828125
0.5142323970794678,0.0,-0.3677160923483669,-22.990264892578125,0.0,-0.28613675824164964,-17.227935791015625
