time,Velocity_0,Position_0,Velocity_1,Position_1,Output_pos_0,Output_vel_0,Current_0,Current_1
6.9141387939453125e-06,0.015899870544672012,0.0,1.0261163711547852,-0.001556396484375,-94.18109130859375,0.00022649834863841534,7.799557685852051,0.6512414813041687
0.05533909797668457,0.3569512367248535,0.052978515625,-0.9798558354377747,-0.001861572265625,-94.18109130859375,-9.38766315812245e-05,28.884313583374023,-0.7342731356620789
0.1155252456665039,2.4877943992614746,0.177978515625,-0.08612865954637527,-0.000335693359375,-94.18112182617188,-0.006210805848240852,-2.5231986045837402,0.5382372140884399
0.18129539489746094,0.8012464642524719,0.295654296875,1.0758410692214966,-0.00274658203125,-94.18109893798828,0.0023499077651649714,-2.5231986045837402,0.3514728248119354
0.24718046188354492,-0.0017958855023607612,0.3115234375,0.44177427887916565,-0.001983642578125,-94.18109893798828,0.0041007958352565765,-2.5231986045837402,-0.45850715041160583
0.31284141540527344,-0.00042684152140282094,0.3115234375,-0.7258960008621216,0.001495361328125,-94.18110656738281,0.0047191958874464035,-2.5231986045837402,-0.7082237005233765
0.3787710666656494,-0.00011950221232837066,0.3115234375,-1.035437822341919,0.00360107421875,-94.18112182617188,0.004309413488954306,-2.5231986045837402,0.33293619751930237
0.4446380138397217,0.004483096767216921,0.3115234375,0.14058411121368408,0.000396728515625,-94.18109130859375,-0.007343295495957136,-2.5231986045837402,0.5068626403808594
0.5106258392333984,-0.00011577480472624302,0.3115234375,0.9581582546234131,-0.000946044921875,-94.18111419677734,-0.004869704134762287,-2.5231986045837402,0.5550234913825989
0.5767204761505127,0.0072286371141672134,0.3115234375,0.623791515827179,-0.001800537109375,-94.18110656738281,-0.000995401176624,-2.5231986045837402,-0.35845068097114563
0.642608642578125,0.0010223044082522392,0.3115234375,-0.8939813375473022,0.002044677734375,-94.18110656738281,-0.0009506995556876063,-2.5231986045837402,-0.5921698808670044
0.7083461284637451,5.0004804506897926e-05,0.3115234375,-1.0534756183624268,0.002655029296875,-94.18110656738281,-0.0025823782198131084,-2.5231986045837402,0.44754892587661743
0.7742743492126465,-0.00096699787536636,0.3115234375,-0.16110481321811676,0.00164794921875,-94.18111419677734,-0.00249297171831131,-2.5231986045837402,0.4539450705051422
0.8401005268096924,-1.3323727216629777e-05,0.3115234375,0.5424460172653198,-0.000244140625,-94.18112182617188,-0.009034578688442707,-2.5231986045837402,0.6011368036270142
0.9058761596679688,2.3930224415380508e-05,0.3115234375,1.103139042854309,-0.000823974609375,-94.18111419677734,0.0012844742741435766,-2.5231986045837402,-0.3197128176689148
0.9707150459289551,-0.0006224083481356502,0.3115234375,-0.22985154390335083,-0.00140380859375,-94.18110656738281,0.004845853429287672,-2.5231986045837402,-0.5156357288360596
1.0354998111724854,5.186897033127025e-05,0.3115234375,-1.1000498533248901,0.0028076171875,-94.18112182617188,-0.0048771570436656475,-2.5231986045837402,0.3893052339553833
1.1010591983795166,0.005578337237238884,0.3115234375,-0.5071549415588379,0.001861572265625,-94.18110656738281,0.0024616641458123922,-2.5231986045837402,0.3690411150455475
1.1669726371765137,1.5777152384544024e-06,0.3115234375,0.43662548065185547,0.000152587890625,-94.18109130859375,0.002871444681659341,-2.5231986045837402,0.6311549544334412
1.2328429222106934,0.00010402228508610278,0.3115234375,0.8731700778007507,-0.00146484375,-94.18112182617188,-0.0016138076316565275,-2.5231986045837402,0.8379620313644409
1.298783779144287,-0.0004082044761162251,0.3115234375,1.0671908855438232,-0.001739501953125,-94.18112182617188,0.0077888257801532745,-2.5231986045837402,-0.15589697659015656
1.364513874053955,7.049425039440393e-05,0.3115234375,1.050516128540039,-0.00067138671875,-94.18109130859375,-0.003252934431657195,-2.5231986045837402,-0.4972890615463257
1.4305741786956787,-3.3813881600508466e-05,0.3115234375,-0.42712730169296265,0.000762939453125,-94.18109893798828,0.002618126105517149,-2.5231986045837402,-0.7266486287117004
1.4956679344177246,-0.0009912137174978852,0.3115234375,-1.0097254514694214,0.00299072265625,-94.18110656738281,0.006298711057752371,-2.5231986045837402,-0.6029272079467773
1.5616834163665771,-4.126469139009714e-05,0.3115234375,-1.0827858448028564,0.003326416015625,-94.18112182617188,-0.003737223567441106,-2.5231986045837402,0.28041860461235046
1.6274349689483643,-1.8912718587671407e-05,0.3115234375,0.23867958784103394,0.001708984375,-94.18111419677734,0.00430195452645421,-2.5231986045837402,0.627282977104187
1.6926629543304443,-0.0016412766417488456,0.3115234375,0.8687226176261902,-0.000396728515625,-94.18109893798828,-0.004579140339046717,-2.5231986045837402,0.6948312520980835
1.758878231048584,0.000495177460834384,0.3115234375,0.9828733801841736,-0.00177001953125,-94.18110656738281,-0.0061959209851920605,-2.5231986045837402,0.2552436292171478
1.824744462966919,0.000714968191459775,0.3115234375,0.7413773536682129,-0.002471923828125,-94.18109893798828,-0.009489074349403381,-2.5231986045837402,-0.5498554706573486
1.8904290199279785,2.5788904167711735e-05,0.3115234375,0.4345773160457611,-0.001617431640625,-94.18110656738281,-0.0012338283704593778,-2.5231986045837402,-0.35020923614501953
1.9563193321228027,1.274910755455494e-05,0.3115234375,-0.44954580068588257,0.001708984375,-94.18109130859375,-0.006143752485513687,-2.5231986045837402,-0.6874726414680481
2.022103786468506,-4.312931923777796e-05,0.3115234375,-0.9998529553413391,0.0028076171875,-94.18109130859375,0.007095926441252232,-2.5231986045837402,-0.2737627327442169
