Time,Speed
6.831254482269287,62.92466935304673
6.926832437515259,152.06897674619606
7.0371410846710205,208.55512902963787
7.134371280670166,107.37720315818662
7.233060121536255,11.328879526176197
7.342494487762451,42.123625215850716
7.437166213989258,64.251099802761
7.5293004512786865,96.62257125347533
7.63420557975769,38.426423308333106
7.7304394245147705,40.5795367296288
7.828545331954956,53.209367210001744
7.922019720077515,90.9339998979748
8.015974044799805,92.94010280098209
8.109076976776123,125.25817976019188
8.219110012054443,146.0484902496776
8.598251104354858,141.16387010904873
8.70374846458435,33.51300827093459
9.281578063964844,195.12624995098702
9.374387502670288,179.08491173344058
9.470295190811157,157.18044844892373
9.56255030632019,156.04749904061808
9.660364151000977,113.15342778631666
9.767087459564209,69.647713079053
9.864260196685791,55.65683414298718
9.96248483657837,46.9309150299543
10.058586359024048,31.216987240714598
10.163201332092285,0.0
10.272335052490234,36.93751903124
10.376146793365479,76.15414291069084
10.485174179077148,73.51923297636894
10.578965663909912,91.25158216198864
10.69049620628357,123.99578081138897
10.783219814300537,149.14558419047566
11.069833993911743,225.47353404066385
11.17438268661499,210.91681302787904
13.755423069000244,97.20128802676628
14.138864040374756,60.11058510677541
14.33475112915039,96.62450623495089
14.526723623275757,54.94282711134919
14.729190349578857,63.49171721647766
16.145769596099854,236.94937252648262
16.246570348739624,114.19423101291186
16.345239639282227,63.494751088392555
16.442479610443115,39.159684103891856
16.538726568222046,47.89525128923675
18.021682024002075,193.21617147776956
19.17342448234558,74.62528817019538
19.26773452758789,159.40291768228988
19.3680899143219,174.6647460929765
19.66453766822815,243.5834406948099
19.94977903366089,198.84424394021963
20.540339469909668,176.63430162663718
20.65105366706848,185.21650502505113
20.754600763320923,159.42092648329543
20.951354503631592,134.90172455204265
