Time,Speed
5.673421621322632,113.16728931066473
6.213959217071533,186.44072613322325
6.3039703369140625,94.59601433533214
6.396967887878418,46.2502785172255
6.490369081497192,19.301419691596124
6.583127975463867,7.623061799772943
6.6761634349823,10.748589894392635
6.768087148666382,70.71080724978991
6.863213300704956,110.50481697768751
7.318359136581421,190.3059769090592
7.411350250244141,193.64154698351695
7.505037546157837,81.28928294482398
7.598692893981934,43.04216435905544
7.688599348068237,156.60864376669574
7.783071041107178,193.16143284711612
7.874369144439697,131.55160634302374
7.964914560317993,201.53739881677265
8.239033937454224,204.42080195096628
8.332116603851318,118.2965443404649
8.878761529922485,195.24520202259103
8.967279195785522,118.62038947396773
9.060540199279785,32.61150053286969
9.152814149856567,59.605121116206966
9.245677709579468,129.33396248542167
9.518800497055054,142.98055735471726
9.612015724182129,150.285807993841
9.703120708465576,93.46023436513806
9.889551401138306,123.39939207885509
10.069443225860596,147.31075211955664
10.693014860153198,194.9046824934604
10.78287386894226,172.49244353880115
10.967639923095703,116.64622141226133
11.059637546539307,54.62030020417688
11.151411533355713,38.13716850943553
11.246705532073975,26.754148121478877
11.338729619979858,17.181793007296903
11.43131709098816,32.848734629293844
11.52576470375061,15.881820155398822
11.61421799659729,5.652700808625337
11.706145286560059,5.439081258704623
11.798988580703735,5.385418565892767
11.890916347503662,5.43905304572675
11.978866815567017,57.13372448388526
12.070017576217651,23.272656513425044
12.159788846969604,17.612971464479234
12.249352216720581,5.582639436079818
12.34146523475647,7.676513008302993
12.431046485900879,20.124474872826188
12.52444577217102,21.413439865218447
12.613779544830322,17.69922822037625
12.707146644592285,22.720212462076
12.799439430236816,21.670166156898404
12.890326023101807,16.504084405806832
12.981020212173462,71.88114775525459
13.072899103164673,93.15111765041391
13.163003206253052,84.88547145169507
13.25371265411377,193.6310768556288
13.982970476150513,334.182568823485
14.07374119758606,127.17092249632233
14.162474155426025,58.01469032259506
14.253572940826416,19.78923900915439
14.346167087554932,48.8982590049004
14.437462329864502,27.38368327588008
14.529908180236816,12.09393373793576
14.621013641357422,32.00111070798644
14.713609457015991,24.148693562405608
14.807985067367554,32.22634803440777
14.899831771850586,5.44385346011375
14.99038577079773,12.346599838208054
15.076637506484985,12.96245205782091
15.16710638999939,55.54327206613955
15.258504867553711,27.35275320657462
15.350226163864136,43.61037360900634
15.441991806030273,82.45322319558544
15.532902240753174,94.94331731142624
15.623573541641235,111.65857626943264
16.612456560134888,237.5417906887763
16.701916933059692,174.69745650651618
16.97181224822998,87.38555841645784
17.063491106033325,27.269100640003746
17.155577421188354,12.141152427129487
17.246036529541016,12.359551283560762
17.337570428848267,5.462457120084601
17.429000854492188,15.467647147141161
17.519564867019653,44.167654329437966
17.608035564422607,45.56456535872941
17.70011806488037,135.85638900992788
17.79244565963745,124.67415038274497
17.88347864151001,198.03543733806129
18.613173007965088,242.62924329670443
18.71140694618225,69.22999706408514
18.804535627365112,66.40981446180585
18.89542579650879,96.07336723604266
