time,ref_0,Velocity_0,Position_0,ref_1,Velocity_1,Position_1,current_0,current_1,input_torque_0,input_torque_1
6.198883056640625e-06,0,0.0010097561632544086,-1.1444091796875e-05,0,-0.000389239070512513,-6.9141387939453125e-06,0.24440327286720276,0.006044894456863403,2.2887987142894417e-05,0.001624939264729619
0.00538945198059082,0,0.051240513893078245,-4.76837158203125e-06,0,0.04235138184219104,-2.3126602172851562e-05,-0.17089270055294037,-0.027871236205101013,9.433882951270789e-06,5.017627336201258e-05
0.009700298309326172,0,0.04220552598385195,1.0013580322265625e-05,0,0.035235751230471735,-1.1920928955078125e-05,0.27389204502105713,0.3383239209651947,-1.9957380573032424e-05,2.6079980671056546e-05
0.014370441436767578,0,0.013228047595564205,1.3828277587890625e-05,0,-0.05076043684451362,2.1457672119140625e-06,-0.20098842680454254,-0.04906501993536949,-2.7328469514031895e-05,-5.248632078291848e-06
0.01949167251586914,0,0.013649368002393148,1.3828277587890625e-05,0,-0.07594603449717703,-5.245208740234375e-06,0.06506451219320297,0.18296575546264648,-2.7045211027143523e-05,1.093648279493209e-05
0.02370309829711914,0,0.014819703928724956,-8.58306884765625e-06,0,0.022081187472947197,-5.9604644775390625e-06,-0.29721599817276,0.2866212725639343,1.7632910385145806e-05,1.2682908163696993e-05
0.028499126434326172,0,0.016364551272103393,4.76837158203125e-07,0,0.0423513847680272,1.9788742065429688e-05,0.3850823640823364,0.022000260651111603,-4.777557478519157e-07,-4.4073196477256715e-05
0.032700538635253906,0,-0.010412704908097896,6.198883056640625e-06,0,-0.020799867266531786,4.5299530029296875e-06,0.35188186168670654,0.06818172335624695,-1.1817688573501073e-05,-1.0450024092278909e-05
0.036939144134521484,0,0.002929097002933006,4.76837158203125e-07,0,-0.03910390266307673,-2.6226043701171875e-06,-0.10483840107917786,-0.11543566733598709,-3.655136424640659e-07,5.518939360626973e-06
0.04146862030029297,0,-0.04463330290479128,-5.7220458984375e-06,0,0.03930850931147919,-2.384185791015625e-05,-0.09689633548259735,-0.18348315358161926,1.1928597814403474e-05,5.227925430517644e-05
0.045922279357910156,0,0.030642606856143523,4.76837158203125e-06,0,-0.030864748040644083,-8.106231689453125e-06,-0.2566739618778229,0.17219814658164978,-8.967299436335452e-06,1.7255488273804076e-05
0.05114150047302246,0,0.009108451266412854,4.291534423828125e-06,0,-0.017803806651438405,-3.0994415283203125e-06,0.3026069700717926,0.10605743527412415,-7.924039891804568e-06,5.966964181425283e-06
0.056160688400268555,0,-0.0493146407584462,4.76837158203125e-06,0,-0.0017468249451276982,-1.3113021850585938e-05,-0.028294414281845093,0.22767166793346405,-8.781994438322727e-06,2.7815747671411373e-05
0.06116533279418945,0,0.02006279062147382,-2.1457672119140625e-05,0,-0.009705100942123885,-1.6689300537109375e-06,0.008006669580936432,-0.060961998999118805,4.3240561353741214e-05,2.6230495677737053e-06
0.06605005264282227,0,-0.004420605621682323,2.86102294921875e-06,0,0.006445512458608438,1.0251998901367188e-05,-0.04013487696647644,0.01837625354528427,-5.340935786080081e-06,-2.3501184841734357e-05
0.07128167152404785,0,-0.0239417881287185,9.059906005859375e-06,0,-0.009002908310125086,1.0728836059570312e-05,0.25606775283813477,0.050740860402584076,-1.7549127733218484e-05,-2.4238344849436544e-05
0.07640767097473145,0,0.05161500336635368,-5.245208740234375e-06,0,-0.010173244236456892,-9.5367431640625e-07,0.06776775419712067,0.19690820574760437,1.0953569471894298e-05,1.3490395076587447e-06
0.08149480819702148,0,-0.019494521556500572,1.239776611328125e-05,0,-0.007036736171163468,-1.6689300537109375e-06,-0.16131794452667236,0.3595101237297058,-2.4080127332126722e-05,2.8961101179447724e-06
0.08662033081054688,0,-0.017200664545291587,-3.814697265625e-06,0,0.0019514336050425207,1.5974044799804688e-05,-0.06320567429065704,0.08699734508991241,8.266604709206149e-06,-3.558950629667379e-05
