time,Ref_0,Position_0,Ref_1,Position_1,Current_0,Current_1,Optimized_Reduction_Ratio_0,Optimized_Reduction_Ratio_1
0.0558090209960937,0.0072532013382229,0.0066667795181274,-0.0105371933804227,-0.0149112343788146,5.507068157196045,-0.5274673700332642,33.0,33.0
0.1187062263488769,0.0071479007561824,0.0105215907096862,-0.0105375142339715,-0.0166194140911102,-3.200662612915039,0.7052870392799377,33.0,33.0
0.1819682121276855,0.0068962775505562,0.0112743377685546,-0.0105099618865935,-0.0157746374607086,-1.8391437530517576,-0.3498632609844208,33.0,33.0
0.2452802658081054,0.0063851357741078,0.0096179246902465,-0.0105674581617804,-0.0155955851078033,-0.1028759032487869,-1.3407042026519775,33.0,33.0
0.3085222244262695,0.0060880938389063,0.0075976252555847,-0.0104873663939432,-0.0151420533657073,4.265655040740967,-1.463304042816162,33.0,33.0
0.371624231338501,0.004682055171275,0.0072275400161743,-0.0101790997690184,-0.0153770148754119,0.6507472395896912,-0.9715054631233216,33.0,33.0
0.4347591400146484,0.0039911603164577,0.0077606439590454,-0.0098971846815509,-0.0154524743556976,-2.1312408447265625,0.0792984887957573,33.0,33.0
0.4981694221496582,0.0027798434063882,0.0072620511054992,-0.0085221435917603,-0.0152083933353424,-2.43356990814209,1.6574186086654663,33.0,33.0
0.5615115165710449,0.002109706833744,0.0056210160255432,-0.0059939082583259,-0.0134884715080261,-0.5048387050628662,1.564024806022644,33.0,33.0
0.6239769458770752,0.0012417728691478,0.0049083232879638,-0.0040010814385006,-0.0108068585395812,-0.4645152986049652,0.3480989336967468,33.0,33.0
0.686152458190918,-0.0003001265709053,0.0041369199752807,-0.0020912575031607,-0.0090677440166473,-2.597742795944214,0.760489284992218,33.0,33.0
0.7486770153045654,-0.0023167870974375,0.0026205778121948,-0.0017779535498106,-0.0074011385440826,-2.8449923992156982,0.1478963941335678,33.0,33.0
0.8108458518981934,-0.0044612148327237,0.0011578202247619,-0.001516347884398,-0.0074003636837005,-5.060243606567383,1.1418821811676023,33.0,33.0
0.8730411529541016,-0.0082784506736686,-0.0005990862846374,-0.0018905062441724,-0.0067843794822692,-7.089700698852539,-0.7666274309158325,33.0,33.0
0.9349710941314696,-0.0106607742852939,-0.0043744444847106,-0.002296669386946,-0.0071023106575012,-5.198191165924072,-0.5495157241821289,33.0,33.0
0.9973211288452148,-0.0123046317767878,-0.0077899098396301,-0.0030661406007067,-0.0075258314609527,-1.0251375436782837,-1.0122755765914917,33.0,33.0
