time,ref_0,Velocity_0,Position_0,ref_1,Velocity_1,Position_1,current_0,current_1,input_torque_0,input_torque_1
6.67572021484375e-06,0,-0.033536498735498965,-1.52587890625e-05,0,-0.007341379352203339,-7.62939453125e-06,-0.29253244400024414,0.1284807324409485,2.288822543050628e-05,1.373293071083026e-05
0.0042705535888671875,0,-0.007461442501886874,-3.814697265625e-05,0,-0.035008086067303865,0.0,-0.24397189915180206,0.08082575350999832,5.731808778364211e-05,2.0736478506533373e-11
0.00829768180847168,0,0.002620984328803393,-3.0517578125e-05,0,0.009979564123188475,0.0,0.24321827292442322,0.08510792255401611,0.00014699969324283302,-5.052596316090785e-05
0.012975692749023438,0,0.019064182259712948,-7.62939453125e-06,0,-0.008324467616061267,0.0,-0.012310117483139038,-0.04898017644882202,-0.00016234414943028241,2.0736478506533373e-11
0.018392562866210938,0,0.02521429132787017,-1.52587890625e-05,0,0.005462079677542843,-1.52587890625e-05,0.05789947509765625,0.07190433144569397,-5.199675069889054e-05,0.00010264271986670792
0.023621082305908203,0,0.023804032447784305,-2.288818359375e-05,0,0.008270883852653869,-1.1444091796875e-05,0.22079049050807953,-0.002944248728454113,0.00011248044756939635,7.906038808869198e-05
0.028331518173217773,0,0.014470616564977909,-2.288818359375e-05,0,-0.018599999816079557,0.0,0.04340805858373642,0.30749979615211487,7.790910603944212e-05,-8.631050150142983e-05
0.03316020965576172,0,-0.06689103972029868,-1.52587890625e-05,0,-0.011929096300457466,-1.9073486328125e-05,0.18750542402267456,-0.011381059885025024,-1.8830787666956894e-05,7.66150260460563e-05
0.038195133209228516,0,0.017747560377126742,-2.288818359375e-05,0,0.005438664576495612,-1.52587890625e-05,-0.2076498121023178,-0.027723588049411774,3.482444299152121e-05,0.0001084722243831493
0.04318666458129883,0,0.029556229261298937,-3.814697265625e-05,0,0.002114919454884383,1.52587890625e-05,0.2756517827510834,-0.06269582360982895,0.00018011596694123,-0.00021075831318739802
0.0481867790222168,0,0.02350559569669573,-1.52587890625e-05,0,-0.022438695393158507,-1.1444091796875e-05,-0.13010071218013763,-0.07107792049646378,-1.715269172564149e-05,4.2832036228901416e-07
0.053154706954956055,0,0.03698785310397611,-7.62939453125e-06,0,0.019201803352183848,0.0,0.26821646094322205,0.11138086020946503,-0.0001517157506896183,8.209286170313135e-05
0.058051347732543945,0,-0.08644146522828036,0.0,0,-0.052516289639973235,0.0,-0.08130936324596405,-0.03540787100791931,-8.243522461270913e-05,-6.215712346602231e-05
