time,ref_0,Velocity_0,Position_0,Torque_0,ref_1,Velocity_1,Position_1,Torque_1
6.67572021484375e-06,0.29999999999736093,0.028855822120815885,5.185604095458984e-06,0.27811529492325937,0.0001249500770890144,-0.15652058965367513,-3.904104232788086e-06,0.9999996918211888
0.0046765804290771484,0.2999987048874882,0.14687235233729234,3.039836883544922e-05,0.2781083296863692,0.00012535939557145603,-3.528067428478298,0.0002973973751068115,0.9999996897987828
0.009063005447387695,0.29999513599173455,0.7142505353103014,0.00022780895233154297,0.27808913569495536,0.0001264873329138716,-6.509261717906686,0.0032653212547302246,0.9999996841915191
0.01329803466796875,0.29998952815052793,1.3584026239732172,0.0008159875869750977,0.2780589757038678,0.00012825964407991997,-0.3248151887363884,0.007164657115936279,0.9999996752794467
0.017285585403442383,0.2999823064527119,2.05152160021212,0.0018221735954284668,0.2780201355895582,0.0001305419507868777,-1.2095178230093617,0.006844133138656616,0.9999996636201958
0.02128124237060547,0.2999731812531557,-0.4076788478832559,0.0031726956367492676,0.2779710571436494,0.00013342574900576665,-1.002696316634888,0.007634460926055908,0.9999996485941278
0.025295495986938477,0.2999621096818152,0.3323938768077382,0.002571582794189453,0.2779115092173083,0.00013692452946822975,-1.1084945521274887,0.008200079202651978,0.999999629922886
0.02934432029724121,0.29994900978988814,0.2269233583715823,0.002972424030303955,0.2778410503269719,0.0001410641173587024,-2.017563549928736,0.009007781744003296,0.9999996072078279
0.03328967094421387,0.2999343772891872,0.1802036065921063,0.0030815601348876953,0.27776234594362337,0.00014568779189394476,-2.6215731664965607,0.010426640510559082,0.9999995810366508
0.0372614860534668,0.2999177849167256,0.12791306276678094,0.003176748752593994,0.2776730970835454,0.0001509304784226284,-2.61452775302681,0.0121401846408844,0.9999995503406732
0.040917158126831055,0.29990086249155684,-0.004756062246225799,0.003239929676055908,0.2775820697914416,0.00015627714369315093,-2.5726063725473307,0.013660013675689697,0.9999995179183109
0.04477548599243164,0.2998812857186827,-0.05910640204174971,0.003214895725250244,0.27747676060216464,0.00016246206613201863,-2.3248465666426443,0.01527094841003418,0.9999994790048894
0.04870247840881348,0.2998595508125486,0.0935052178390727,0.0031737089157104492,0.27735983726471786,0.00016932832374094708,-2.572489339100989,0.016656577587127686,0.9999994340358553
0.052596330642700195,0.2998361968066924,0.07037940884201745,0.0032590627670288086,0.27723419818477335,0.0001767054982457772,-3.0001997721001703,0.018242478370666504,0.9999993836465627
0.05658292770385742,0.2998104271753626,0.16971740979991928,0.0033395886421203613,0.27709555667836167,0.00018484504478921693,-3.1114755473885753,0.020305603742599487,0.9999993255568971
0.0605316162109375,0.2997830482370496,0.39268953176950266,0.003450334072113037,0.27694824908572724,0.0001934921139967738,-3.0317991771193693,0.022257715463638306,0.9999992609799407
0.06463766098022461,0.2997526211505673,-0.012948394712613418,0.00367581844329834,0.27678453184949803,0.0002031009226781677,-2.764869292703966,0.024130702018737793,0.9999991857580476
0.06856894493103027,0.29972161953736387,-0.4766817210327508,0.003587961196899414,0.2766177128864979,0.00021289013184033756,-2.6436226422943037,0.02588135004043579,0.9999991053756017
0.07253146171569824,0.2996885210592515,0.5760107689320075,0.0032236576080322266,0.27643959915764377,0.00022334030478265987,-2.312441395837487,0.027502506971359253,0.9999990153908243
0.07656431198120117,0.2996529276577337,0.3555198028382398,0.0037703514099121094,0.2762480460891967,0.00023457687190853171,-2.070228975289382,0.028902113437652588,0.999998913824397
0.08059096336364746,0.2996154694129704,0.10871967119355287,0.00398564338684082,0.2760464420696277,0.00024640067047809744,-1.8761407078768495,0.03014889359474182,0.9999988015679229
0.08471250534057617,0.2995751422803484,0.4581347285903554,0.00401383638381958,0.2758293803164374,0.0002591283386250698,-1.3775080063947964,0.03138953447341919,0.9999986745618511
0.08896446228027344,0.2995314337256903,0.8720118082319862,0.004436314105987549,0.27559409798028595,0.0002729212253482771,-0.9196731643073462,0.03216889500617981,0.9999985297057473
0.09305214881896973,0.29948739824076337,0.9401720873812016,0.005033135414123535,0.2753570347652401,0.00028681518240758486,-1.2944844795602266,0.032716572284698486,0.9999983761949153
0.09719705581665039,0.2994407290884815,1.0014507998855444,0.005688369274139404,0.27510577030277644,0.0003015378092703358,-0.5824295853300465,0.03347104787826538,0.9999982052119814
0.10153675079345703,0.29938969038499624,1.1945559863488096,0.0063915252685546875,0.27483095330777263,0.00031763618305769015,-0.3770358870009372,0.03385332226753235,0.999998008457705
0.10597109794616699,0.2993352391895916,1.0394632632572223,0.0072907209396362305,0.2745377306499954,0.00033480779020744755,0.12918059350738118,0.03404679894447327,0.9999977873094053
0.11009812355041504,0.2992824740154498,1.0144181057401684,0.00791090726852417,0.27425355665061174,0.00035144462676228727,0.2406666661955175,0.03395375609397888,0.9999975619456652
0.11433005332946777,0.2992262778321224,1.2169795946678166,0.008631885051727295,0.27395087133851287,0.0003691599354911368,0.08316305410929803,0.03371831774711609,0.9999973099604254
0.11797213554382324,0.2991762204231518,1.0460639496308757,0.00936049222946167,0.2736812220861583,0.00038493716752574514,-0.14303919097930726,0.03374612331390381,0.999997075112126
0.12230539321899414,0.2991146225075561,0.8204234650847089,0.01005089282989502,0.2733493692798844,0.0004043480352922124,-0.10500332091836112,0.03385359048843384,0.9999967726937286
0.12633657455444336,0.29905532780360417,0.9222425634017033,0.010562777519226074,0.2730298861248006,0.00042302921948911276,-0.6309048388046431,0.03395575284957886,0.9999964675972239
0.13030576705932617,0.29899507035754364,1.05495849155282,0.011142134666442871,0.27270517683736667,0.0004420098120765381,0.4025473525815936,0.03440079092979431,0.999996143500473
0.13429856300354004,0.29893257832522013,1.2216609325214713,0.011885285377502441,0.2723683847438529,0.00046169011753360856,-0.34082571529622724,0.034048885107040405,0.9999957924373268
0.13830924034118652,0.2988679123453993,1.3217479358326134,0.01263129711151123,0.2720198322555747,0.0004820505908784689,-0.5681280981871307,0.03432103991508484,0.9999954131488368
0.1425034999847412,0.2987982561886672,1.1843974832063784,0.01349550485610962,0.2716443322563415,0.0005039771738011289,-1.0117082665102017,0.03476756811141968,0.9999949863834917
0.1464543342590332,0.29873074472580197,1.0466725235518508,0.01419907808303833,0.27128034414328167,0.0005252236177943903,-1.4143735419923291,0.035386502742767334,0.9999945547497884
0.150421142578125,0.29866110827688824,0.9909646030933574,0.014782071113586426,0.27090484802519177,0.0005471336305635788,-1.0018774570175264,0.03626173734664917,0.9999940909708293
0.15407371520996094,0.2985953474653807,0.8114352964056916,0.015334606170654297,0.2705502026419325,0.0005678194032534556,-1.1914482334012821,0.03681859374046326,0.999993635713261
0.15844297409057617,0.29851461765903675,1.1451210586142135,0.01595526933670044,0.27011476692732317,0.0005932074173218282,-1.294507886249495,0.037710487842559814,0.9999930538783711
0.16238737106323242,0.29843980564297945,0.7454752460476939,0.016615688800811768,0.2697111881983575,0.0006167280827364952,-1.6162796436204654,0.03855264186859131,0.9999924921316862
0.1667652130126953,0.2983546263649987,0.7239879052994179,0.017134368419647217,0.2692516099907384,0.0006435007883149879,-1.4753947809147205,0.03968796133995056,0.9999918261377226
0.17108631134033203,0.29826833741952097,0.8250111761812907,0.017642557621002197,0.26878596602154636,0.0006706142453163366,-1.7446887409462195,0.04066675901412964,0.9999911228277351
0.17560029029846191,0.2981758487638773,0.9843171033411674,0.018254756927490234,0.268286778621384,0.000699666785273001,-1.9747764964533585,0.04199779033660889,0.9999903370094106
0.1802198886871338,0.2980787126350036,1.2338792243195107,0.01906430721282959,0.2677624099534756,0.0007301691958758738,-1.6465444928443442,0.043387800455093384,0.9999894761174256
0.1841905117034912,0.2979932155674385,1.2115492427575767,0.01985800266265869,0.2673007897387117,0.0007570082698433733,-1.4682089273093604,0.04442775249481201,0.9999886882403142
0.1882154941558838,0.29790465501020713,1.0587035618357439,0.020641088485717773,0.2668225476404979,0.000784800665562635,-1.459642079037172,0.04534617066383362,0.9999878424073916
0.19274282455444336,0.29780276462069694,1.245488942196575,0.021410882472991943,0.2662722199818312,0.0008167657500195435,-1.5781969601809824,0.046410948038101196,0.9999868318785404
0.19711041450500488,0.29770218556407735,1.281488430291181,0.022276639938354492,0.2657288680242883,0.000848308395132058,-1.751640527658897,0.04751124978065491,0.9999857951633867
0.2011115550994873,0.2976080775866305,1.1221825031313046,0.023131370544433594,0.2652203782676084,0.000877811702924225,-1.8505806031958938,0.04861569404602051,0.9999847899243826
0.20509791374206543,0.2975124467682145,1.153500653372256,0.023850858211517334,0.2647035652152658,0.0009077825858043731,-1.9230711198597399,0.04982134699821472,0.9999837335696377
0.2090592384338379,0.29741556759144344,1.0838891594884073,0.024539589881896973,0.26417990827240545,0.0009381345898560323,-1.7647014602705942,0.05104836821556091,0.9999826276415491
0.2130756378173828,0.29731546040869083,0.9729414523567861,0.025242388248443604,0.2636387002941125,0.0009694872235617158,-1.5877702960917068,0.05214563012123108,0.999981447066911
