time,ref_0,Velocity_0,Position_0,ref_1,Velocity_1,Position_1,current_0,current_1,input_torque_0,input_torque_1
6.67572021484375e-06,0,0.05608510755270705,1.52587890625e-05,0,0.012059161421048951,-1.52587890625e-05,0.48203057050704956,-0.3338068127632141,-2.288822543050628e-05,2.288822543050628e-05
0.004488945007324219,0,0.01872803001762278,3.0517578125e-05,0,0.013838059565011263,-1.9073486328125e-05,-0.06206239014863968,-0.0457284152507782,-4.5858469093218446e-05,2.8661557735176757e-05
0.009551763534545898,0,0.02687355349422809,7.62939453125e-06,0,-0.0022657327768645943,-3.814697265625e-06,-0.24852511286735535,0.08306572586297989,1.3567582755058538e-05,-3.189046401530504e-05
0.014056205749511719,0,0.005526655075938814,2.288818359375e-05,0,0.007424632557176353,1.1444091796875e-05,0.1065266877412796,-0.10087472200393677,-6.264269359235186e-06,-0.0001300746516790241
0.018398761749267578,0,-0.043346511384759416,2.288818359375e-05,0,0.007284203393452301,-1.1444091796875e-05,-0.36499083042144775,-0.07986494898796082,-9.313168266089633e-05,4.651427298085764e-05
0.02236795425415039,0,-0.0005122707095598309,-7.62939453125e-06,0,0.027882083366402553,-1.9073486328125e-05,-0.22775432467460632,0.018617287278175354,0.00013939442578703165,0.00015687636914663017
0.02684164047241211,0,-0.035154178918371796,-1.52587890625e-05,0,0.01290179638303452,-7.62939453125e-06,-0.7785818576812744,0.009162083268165588,0.0001648593897698447,-2.6420914309710497e-06
0.03091263771057129,0,0.05065474979079503,0.0,0,-0.0341924682764062,0.0,0.12818267941474915,-0.16414551436901093,-3.1406038033310324e-05,-7.796831778250635e-05
0.03454899787902832,0,-0.022935891509086717,7.62939453125e-06,0,0.016553245760557667,-3.0517578125e-05,0.1310279369354248,0.0533650666475296,-0.00011655327398329973,0.00015089554653968662
0.03850245475769043,0,-0.001495364047914846,0.0,0,0.012059157763753754,-1.1444091796875e-05,-0.0996912270784378,0.03407682478427887,-1.8427199677262251e-07,6.5644271671772e-05
0.04236125946044922,0,-0.012543315622300499,0.0,0,-0.011207092100370191,0.0,0.07870391011238098,0.07164555788040161,3.277008727309294e-05,-0.0001315960253123194
